id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0087505,2023-01-07,1,2023,C04635,Sergio Renato Cervantes Chacón,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0057,Soporte Laptop Adjustable,Accesorios,481.17,1.0,0.11,428.24,39
VTA0087506,2023-01-26,1,2023,C01855,Ana María Camarillo Angulo,Oeste,Ocasional,V014,Ofelia Miriam Negrón,Oeste,P0118,Termostato Nest 3,Hogar Inteligente,1398.98,3.0,0.18,3441.49,30
VTA0087507,07/01/2023,1,2023,C04371,Sr. Roberto Candelaria,Este,Regular,V011,Clara Loera,Este,P0120,Timbre Ring Video Pro,Hogar Inteligente,8276.58,1.0,0.02,-8111.05,21
VTA0087508,2023-01-18,1,2023,C02114,Marcos Octavio Meza Gaytán,Este,Premium,V032,Nelly Barela Cardenas,Este,P0075,Samsung Galaxy Tab A9,Tablets,18368.64,5.0,0.14,78985.15,35
VTA0087509,2023-01-04,1,2023,C00801,Bianca María del Carmen Montañez,Este,Ocasional,V011,Clara Loera,Este,P0009,Sony Xperia 1 VI,Celulares,25299.85,2.0,0.1,45539.73,24
VTA0087510,2023-01-06,1,2023,C02479,  Noemí Centeno Romero  ,Norte,Ocasional,V009,Amanda María José Bravo,Norte,P0033,Sony WH-1000XM5,Audio,7684.69,2.0,0.13,13371.36,25
VTA0087511,2023-01-03,1,2023,C01784,Rosario Ivonne Salgado,Centro,Premiun,V003,Jacinto Rivero Valladares,Centro,P0078,Chuwi HiPad X,Tablets,13708.55,3.0,0.13,35779.32,20
VTA0087512,2023-01-07,1,2023,C02117,Rodrigo Serafín Valadez,Norte,Ocacional,V048,Ivonne Véliz,Centro,P0021,ASUS ROG Zephyrus,Laptops,11725.88,3.0,0.17,29197.44,36
VTA0087513,2023-01-17,1,2023,C03469,María Eugenia Rosalia Niño,Este,Premium,V032,Nelly Barela Cardenas,Este,P0116,Foco Philips Hue,Hogar Inteligente,4518.13,3.0,0.18,11114.6,44
VTA0087514,2023-01-21,1,2023,C01934,María del Carmen Meza,Oeste,Ocacional,V001,Fernando Casares Jimínez,Oeste,P0108,Batería Canon LP-E6,Fotografía,17949.88,5.0,0.02,87954.41,32
VTA0087515,2023-01-22,1,2023,C00916,Gonzalo Lugo,Norte,Regular,V043,Homero Esquivel,Norte,P0066,Samsung Galaxy Tab S9,Tablets,12830.29,4.0,0.1,46189.04,24
VTA0087516,2023-01-25,1,2023,C00997,Samuel Feliciano Archuleta,Centro,ocasional,V037,Victoria Caridad Concepción,Centro,P0106,Mochila Lowepro Pro,Fotografía,17489.57,4.0,0.17,58065.37,40
VTA0087517,2023-01-17,1,2023,C04743,  Marcela Ofelia Tafoya Girón  ,Norte,Regular,V027,Claudio Andrés Gómez Sosa,Sur,P0017,MacBook Pro M3,Laptops,13880.36,5.0,0.05,65931.71,43
VTA0087518,2023-01-21,1,2023,C04206,Eugenio Almonte,Este,Premium,V010,Sra. Guadalupe Llamas,Este,P0040,Jabra Elite 85h,Audio,3245.88,5.0,0.07,15093.34,38
VTA0087519,2023-01-06,1,2023,C03649,Lic. María Luisa Dueñas,Este,Premium,V011,Clara Loera,Este,P0115,Apple HomePod Mini,Hogar Inteligente,7312.4,3.0,0.04,21059.71,46
VTA0087520,2023-01-05,1,2023,C02539,Gabino Leonel Espino,Centro,Ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0061,Batería Portátil 20000,Accesorios,1670.42,4.0,0.19,5412.16,32
VTA0087521,2023-01-13,1,2023,C03401,Isaac Lugo,Norte,Premium,V018,Lic. Gilberto Castellanos,Sur,P0013,Xiaomi Redmi Note 13,gaming,13386.02,2.0,0.08,24630.28,30
VTA0087522,2023-01-05,1,2023,C04113,Sr. José Luis Fajardo,Norte,Regular,V029,Francisco Ballesteros,Norte,P0084,Steam Deck 512GB,Gaming,12732.78,4.0,0.11,45328.7,26
VTA0087523,24/01/2023,1,2023,C02018,Ing. Joaquín Orozco,Centro,premiun,V031,  Bernabé César Salazar  ,Centro,P0028,Dell Inspiron 15,Laptops,24849.56,2.0,0.04,47711.16,37
VTA0087524,2023-01-21,1,2023,C01079,Silvano Juan Villareal Jaramillo,Este,Premium,V048,Ivonne Véliz,Centro,P0113,Alexa Echo Dot 5,Hogar Inteligente,12146.14,4.0,0.05,46155.33,20
VTA0087525,2023-01-14,1,2023,C03493,Elias Briones Razo,Norte,Ocacional,V045,Marisela Vanesa Chapa Aranda,Norte,P0062,Reloj Smartwatch Band,Accesorios,1328.92,5.0,0.04,6378.82,38
VTA0087526,2023-01-15,1,2023,C03121,Rufino Gregorio Valladares Espino,Este,Premium,V032,Nelly Barela Cardenas,Este,P0094,RAM Corsair 32GB,Gaming,18517.18,3.0,0.14,47774.32,26
VTA0087527,2023-01-28,1,2023,C00343,  Dr. Benjamín de la Rosa  ,Norte,ocasional,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0057,Soporte Laptop Adjustable,Accesorios,564.46,1.0,0.06,-530.59,39
VTA0087528,2023-01-05,1,2023,C04740,Elvira Córdova Carreón,Centro,Ocasional,V048,Ivonne Véliz,Centro,P0009,Sony Xperia 1 VI,Celulares,21600.46,3.0,0.13,56377.2,24
