id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0061858,2022-07-20,7,2022,C01831,Lic. Octavio Rubio,Oeste,Ocasional,V026,Ing. Elias Valdivia,Oeste,P0041,Bang Olufsen H95,Audio,6768.59,5.0,0.08,31135.51,20
VTA0061859,2022-07-02,7,2022,C02075,Sr. Gonzalo Chavarría,Oeste,Premium,V035,Estela Haro,Oeste,P0062,Reloj Smartwatch Band,celulares,1340.71,5.0,0.17,5563.95,38
VTA0061860,2022-07-11,7,2022,C02447,Lic. Ramiro Tirado,Este,ocasional,V032,Nelly Barela Cardenas,Este,P0049,Cargador MagSafe 30W,Accesorios,1002.12,3.0,0.08,2765.85,37
VTA0061861,2022-07-28,7,2022,C01016,Israel José María Oquendo Nazario,Norte,Ocasional,V004,Aurora Zelaya,Norte,P0049,Cargador MagSafe 30W,Accesorios,1005.44,1.0,0.2,804.35,37
VTA0061862,2022-07-12,7,2022,C04277,Gabino Altamirano,Centro,Regular,V017,Abraham Apodaca Colunga,Centro,P0046,JBL Flip 6,Audio,2525.77,4.0,0.05,9597.93,40
VTA0061863,2022-07-23,7,2022,C04845,  Liliana Laura Ojeda  ,Este,Premium,V011,Clara Loera,Este,P0090,Control Xbox Elite 2,tablets,29633.57,4.0,0.11,105495.51,40
VTA0061864,24/07/2022,7,2022,C00745,Dra. Guillermina Orozco,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0117,Cámara Nest Doorbell,Hogar Inteligente,9945.77,2.0,0.18,16311.06,34
VTA0061865,2022-07-15,7,2022,C00600,Srita. Alejandra Rivera,Este,Regular,V049,Ing. María Teresa Bétancourt,Este,P0024,LG Gram 17,Laptops,42087.07,3.0,0.11,112372.48,26
VTA0061866,2022-07-14,7,2022,C00057,Antonia Benavídez Dueñas,Norte,premiun,V016,Octavio Mario Rincón Marín,Norte,P0057,Soporte Laptop Adjustable,Accesorios,569.03,3.0,0.14,1468.1,39
VTA0061867,2022-07-29,7,2022,C00612,Guadalupe Mariana Castro Ojeda,Este,Regular,V026,Ing. Elias Valdivia,Oeste,P0083,Nintendo Switch OLED,Gaming,16349.07,5.0,0.14,70301.0,39
VTA0061868,28/07/2022,7,2022,C03679,Alonso Castellanos Negrón,Oeste,Premium,V026,Ing. Elias Valdivia,Oeste,P0106,Mochila Lowepro Pro,Fotografía,16412.35,4.0,0.18,53832.51,40
VTA0061869,2022-07-24,7,2022,C00068,  Esther Antonia Rentería Quiñónez  ,Sur,Premium,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0054,Mouse Logitech MX Master,Accesorios,1345.98,3.0,0.01,3997.56,25
VTA0061870,2022-07-17,7,2022,C02186,Aurora María José Aponte Pedroza,Oeste,Ocasional,V040,Karla Silvia Mireles Patiño,Oeste,P0110,Reflector 5en1 80cm,Fotografía,14014.95,2.0,0.19,22704.22,26
VTA0061871,2022-07-31,7,2022,C01736,  Lilia Beatriz Báez  ,Norte,Ocacional,V014,Ofelia Miriam Negrón,Oeste,P0106,Mochila Lowepro Pro,Fotografía,15545.16,5.0,0.07,72284.99,40
VTA0061872,2022-07-31,7,2022,C02065,Hugo Porras Heredia,Norte,Ocasional,V032,Nelly Barela Cardenas,Este,P0104,Flash Godox V1,Fotografía,16073.25,2.0,0.11,28610.38,40
VTA0061873,22/07/2022,7,2022,C04115,Lic. José García,Este,Ocasional,V004,Aurora Zelaya,Norte,P0038,Beats Studio Pro,Audio,2241.29,2.0,0.09,4079.15,39
VTA0061874,09/07/2022,7,2022,C01183,  Ramiro Octavio Lira  ,Norte,Premium,V045,Marisela Vanesa Chapa Aranda,Norte,P0102,GoPro Hero 12,Fotografía,26927.56,3.0,0.01,79974.85,45
VTA0061875,2022-07-08,7,2022,C02882,Andrea Georgina Marín Alva,Centro,Ocasional,V003,Jacinto Rivero Valladares,Centro,P0006,Motorola Edge 50,LAPTOPS,8820.28,5.0,0.08,40573.29,32
VTA0061876,2022-07-28,7,2022,C02421,María Luisa Feliciano Carranza,Sur,Ocasional,V013,Alvaro Gaona Ocasio,Sur,P0064,Limpiador Pantallas Kit,gaming,1271.19,2.0,0.04,2440.68,44
VTA0061877,23/07/2022,7,2022,C02135,Jorge Luis Montenegro,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0117,Cámara Nest Doorbell,Hogar Inteligente,11631.18,2.0,0.03,22564.49,34
