id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0023768,16/08/2021,8,2021,C00856,Teodoro Gabriel Navarro Preciado,Norte,Regular,V002,Nelly Marrero Ortiz,Norte,P0045,Marshall Emberton III,Audio,7166.21,3.0,0.03,20853.67,22
VTA0023769,2021-08-04,8,2021,C01977,Mauro Vásquez,Sur,Premium,V023,Fidel Negrete Domínguez,Sur,P0009,Sony Xperia 1 VI,Celulares,24996.3,5.0,0.14,107484.09,24
VTA0023770,16/08/2021,8,2021,C00729,  Susana Silvia Orta Arroyo  ,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0072,Huawei MatePad Pro,Tablets,19224.91,2.0,0.13,33451.34,43
VTA0023771,2021-08-06,8,2021,C04856,Uriel Jaime,Norte,Regular,V015,Joaquín Benavides Meza,Norte,P0113,Alexa Echo Dot 5,Hogar Inteligente,11642.38,1.0,0.18,9546.75,20
VTA0023772,2021-08-23,8,2021,C00239,Óscar Zeferino Botello,Sur,Ocasional,V018,Lic. Gilberto Castellanos,Sur,P0098,Sony Alpha 7 IV,Fotografía,19556.99,4.0,0.16,65711.49,34
VTA0023773,2021-08-04,8,2021,C03624,Clemente Baca Corona,Centro,Premium,V031,  Bernabé César Salazar  ,Centro,P0093,GPU RTX 4070 Ti,Gaming,29973.79,3.0,0.03,87223.73,29
VTA0023774,2021-08-31,8,2021,C04957,,Sur,Premium,V038,Violeta Itzel Benavídez,Oeste,P0113,Alexa Echo Dot 5,Hogar Inteligente,10183.64,4.0,0.05,38697.83,20
VTA0023775,2021-08-05,8,2021,C03973,Micaela Ramos Quesada,Centro,Ocasional,V041,Srita. Nadia Casas,Centro,P0093,GPU RTX 4070 Ti,Gaming,28104.18,5.0,0.06,132089.65,29
VTA0023776,2021-08-13,8,2021,C03704,Dalia Victoria Holguín Páez,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0093,GPU RTX 4070 Ti,Gaming,27182.82,5.0,0.11,120963.55,29
VTA0023777,2021-08-21,8,2021,C04601,Homero Felix Valdivia Zamudio,Oeste,premiun,V022,Bernardo Lemus Caballero,Oeste,P0043,Sony WF-1000XM5,Audio,4272.3,1.0,0.15,3631.46,25
VTA0023778,11/08/2021,8,2021,C01584,Ramón Manuel Rosas,Oeste,Regular,V022,Bernardo Lemus Caballero,Oeste,P0039,Sennheiser HD 450,Audio,1021.74,3.0,0.04,2942.61,24
VTA0023779,2021-08-21,8,2021,C02664,Benito Montoya Estrada,Este,Premium,V010,Sra. Guadalupe Llamas,Este,P0093,GPU RTX 4070 Ti,Gaming,31676.6,4.0,0.06,119104.02,29
VTA0023780,2021-08-09,8,2021,C03709,,Sur,Regular,V008,Irene Franco,Sur,P0005,OnePlus 12,Celulares,5079.83,4.0,0.05,19303.35,40
VTA0023781,2021-08-28,8,2021,C03850,Gregorio Pedraza Caldera,Este,Ocasional,V011,Clara Loera,Este,P0081,PlayStation 5,Gaming,10458.29,1.0,0.04,10039.96,46
VTA0023782,2021-08-13,8,2021,C04638,,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0025,Razer Blade 15,Laptops,30552.19,1.0,0.07,28413.54,44
VTA0023783,2021-08-06,8,2021,C03442,Virginia Elsa de la Garza de la Garza,Centro,Premium,V033,Jaime Gamez Maldonado,Centro,P0001,iPhone 15 Pro,Celulares,21046.78,1.0,0.01,-20836.31,37
VTA0023784,24/08/2021,8,2021,C01152,Luisa Alicia Cardona Matías,Norte,Ocasional,V029,Francisco Ballesteros,Norte,P0031,Acer Aspire 7,Laptops,8652.24,5.0,0.15,36772.02,38
VTA0023785,2021-08-01,8,2021,C01161,Clemente Salgado,Centro,Ocasional,V017,Abraham Apodaca Colunga,Centro,P0089,Mouse Logitech G Pro X,Gaming,6579.91,5.0,0.15,27964.62,45
VTA0023786,2021-08-10,8,2021,C00589,Alberto Miguel Laureano Rosario,Este,Ocasional,V010,Sra. Guadalupe Llamas,Este,P0025,Razer Blade 15,Laptops,28674.4,3.0,0.13,74840.18,44
VTA0023787,02/08/2021,8,2021,C01565,Mauro Vicente Jasso Alcántar,Este,Regular,V011,Clara Loera,Este,P0088,Teclado Razer Huntsman,Gaming,24463.64,3.0,0.1,66051.83,44
VTA0023788,2021-08-20,8,2021,C01599,Gerónimo Benavides de la Garza,Este,Premium,V010,Sra. Guadalupe Llamas,Este,P0063,Pad Mouse XL Gaming,Accesorios,1748.94,4.0,0.15,5946.4,42
