id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0030767,26/10/2021,10,2021,C02315,Dulce María Wendolin Lomeli,Centro,Regular,V017,Abraham Apodaca Colunga,Centro,P0085,Monitor LG 27GP950, Accesorios,18349.7,2.0,0.14,31561.48,43
VTA0030768,12/10/2021,10,2021,C04150,Micaela Cristal Saucedo Alva,Norte,Premium,V029,Francisco Ballesteros,Norte,P0014,Motorola G84,Celulares,6165.89,1.0,0.19,4994.37,20
VTA0030769,2021-10-29,10,2021,C00462,Lic. Rebeca Hernádez,Centro,Regular,V031,  Bernabé César Salazar  ,Centro,P0101,DJI Mavic 3 Pro,audio ,14707.09,4.0,0.07,54710.37,27
VTA0030770,2021-10-22,10,2021,C00347,Lic. Luisa Marín,Norte,Ocasional,V004,Aurora Zelaya,Norte,P0015,Nokia G42,LAPTOPS,18614.43,4.0,0.15,63289.06,26
VTA0030771,2021-10-11,10,2021,C04498,  Paulina Paulina Pacheco del Valle  ,Este,Ocasional,V010,Sra. Guadalupe Llamas,Este,P0066,Samsung Galaxy Tab S9,Tablets,12677.06,2.0,0.02,24847.04,24
VTA0030772,12/10/2021,10,2021,C00200,Genaro Bañuelos,Norte,Ocasional,V026,Ing. Elias Valdivia,Oeste,P0127,Router WiFi 6 Mesh,Hogar Inteligente,4988.34,2.0,0.07,9278.31,44
VTA0030773,2021-10-30,10,2021,C03038,Ing. Roberto Espinoza,Sur,premiun,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0111,Monitor Portátil 4K,Fotografía,7376.15,3.0,0.05,21022.03,41
VTA0030774,2021-10-09,10,2021,C00981,  Augusto Alfonso Montemayor Toro  ,Oeste,REGULAR,V001,Fernando Casares Jimínez,Oeste,P0033,Sony WH-1000XM5,Audio,6707.99,2.0,0.16,11269.42,25
VTA0030775,2021-10-27,10,2021,C02975,Lic. Nadia Villagómez,Centro,Premium,V037,Victoria Caridad Concepción,Centro,P0073,Microsoft Surface Go 3,Tablets,11129.44,5.0,0.15,47300.12,22
VTA0030776,2021-10-03,10,2021,C02307,Sra. Abril Castro,Oeste,Ocasional,V030,Gustavo Camilo Ochoa Gamboa,Oeste,P0045,Marshall Emberton III,Audio,7938.63,5.0,0.13,34533.04,22
VTA0030777,2021-10-03,10,2021,C01439,Lic. Eduardo Reséndez,Centro,Premium,V044,Julia Esther Solorio,Centro,P0002,Samsung Galaxy S24,Celulares,7372.19,3.0,0.17,18356.75,19
VTA0030778,2021-10-01,10,2021,C02187,Francisca Rodríguez,Este,Regular,V011,Clara Loera,Este,P0085,Monitor LG 27GP950,Gaming,17437.64,2.0,0.14,29992.74,43
VTA0030779,2021-10-20,10,2021,C04287,Gilberto Genaro Escobedo,Oeste,Regular,V050,José María Gustavo Beltrán,Oeste,P0042,Audio Technica ATH,Audio,6647.72,1.0,0.17,5517.61,31
VTA0030780,2021-10-15,10,2021,C02201,Nayeli Norma Olivares,Centro,Ocasional,V048,Ivonne Véliz,Centro,P0019,HP Spectre x360,celulares,38414.07,4.0,0.11,136754.09,26
VTA0030781,2021-10-10,10,2021,C02366,Juan Carlos Luis Serrato Gaitán,Sur,Ocasional,V018,Lic. Gilberto Castellanos,Sur,P0018,Dell XPS 15,Laptops,35104.96,4.0,0.0,140419.84,40
VTA0030782,26/10/2021,10,2021,C04172,Óscar Pedro Villareal,Este,Regular,V032,Nelly Barela Cardenas,Este,P0069,Xiaomi Pad 6 Pro,Tablets,5725.73,2.0,0.14,9848.26,37
VTA0030783,2021-10-31,10,2021,C00442,Berta Jaramillo Esquibel,Norte,Ocasional,V042,  Srita. Sandra Escamilla  ,Norte,P0046,JBL Flip 6,Audio,2388.56,4.0,0.05,9076.53,40
VTA0030784,2021-10-31,10,2021,C00033,Gerardo Bernardo Camarillo Bustamante,Oeste,Ocasional,V038,Violeta Itzel Benavídez,Oeste,P0100,Fujifilm X-T5,Fotografía,14983.36,3.0,0.12,39556.07,42
VTA0030785,2021-10-25,10,2021,C02563,,Oeste,Ocasional,V030,Gustavo Camilo Ochoa Gamboa,Oeste,P0090,Control Xbox Elite 2,Gaming,27465.39,1.0,0.14,23620.24,40
VTA0030786,2021-10-05,10,2021,C00574,Cristian Quintanilla Navarrete,Centro,Premium,V028,Sofía Delia Gurule Cantú,Centro,P0010,Huawei Pura 70,Celulares,9180.84,3.0,0.02,26991.67,27
VTA0030787,2021-10-11,10,2021,C03524,Lic. Tomás Armenta,Norte,Premium,V004,Aurora Zelaya,Norte,P0101,DJI Mavic 3 Pro,Fotografía,13972.84,3.0,0.0,41918.52,27
VTA0030788,2021-10-07,10,2021,C02767,  Sr. Alfredo Cabrera  ,Este,Premiun,V005,Aldo Adán Rodrígez Galarza,Este,P0006,Motorola Edge 50,Celulares,8944.88,1.0,0.13,7782.05,32
VTA0030789,2021-10-03,10,2021,C00820,Dr. Juan Vélez,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0105,Tripié Joby GorillaPod,Fotografía,10638.06,,0.06,29999.33,41
VTA0030790,2021-10-31,10,2021,C01279,Leticia Téllez de la Rosa,Centro,Regular,V033,Jaime Gamez Maldonado,Centro,P0013,Xiaomi Redmi Note 13,Celulares,11633.61,1.0,0.11,10353.91,30
VTA0030791,2021-10-04,10,2021,C01122,Ricardo José Carlos Castellanos,Centro,Regular,V037,Victoria Caridad Concepción,Centro,P0008,OPPO Find X7, Accesorios,21126.04,5.0,0.13,91898.27,26
VTA0030792,2021-10-27,10,2021,C01856,Tomás Federico Tafoya,Este,Premium,V008,Irene Franco,Sur,P0119,Enchufe Inteligente TP,Hogar Inteligente,4327.54,5.0,0.0,21637.7,27
VTA0030793,2021-10-20,10,2021,C00659,  Anabel Mercedes Tapia  ,Sur,Regular,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0009,Sony Xperia 1 VI,Celulares,21742.92,2.0,0.03,42181.26,24
VTA0030794,2021-10-13,10,2021,C00336,Débora Espinosa Castañeda,Este,Premium,V011,Clara Loera,Este,P0102,GoPro Hero 12,Fotografía,28049.79,5.0,0.08,129029.03,45
