id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0044465,2022-01-26,1,2022,C03713,  Eva Isabel Reyna  ,Centro,premiun,V018,Lic. Gilberto Castellanos,Sur,P0015,Nokia G42,Celulares,18340.58,2.0,0.19,29711.74,26
VTA0044466,2022-01-23,1,2022,C04414,  Laura Carolina Nájera  ,Oeste,Ocasional,V007,Conchita Leticia Gastélum Corral,Oeste,P0049,Cargador MagSafe 30W,Accesorios,940.18,4.0,0.16,3159.0,37
VTA0044467,2022-01-05,1,2022,C00052,Ángel Oquendo Bonilla,Norte,Ocasional,V004,Aurora Zelaya,Norte,P0119,Enchufe Inteligente TP,tablets,5028.88,1.0,0.14,4324.84,27
VTA0044468,2022-01-04,1,2022,C00006,Modesto Miguel Ángel Pelayo,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0122,Aspiradora Dyson V15,Hogar Inteligente,2982.6,5.0,0.12,13123.44,28
VTA0044469,2022-01-20,1,2022,C04307,Benito Esteban Arroyo,Sur,Premium,V012,Rubén Marco Antonio Orta Ramos,Sur,P0080,Honor Pad 8,gaming,9237.28,1.0,0.16,7759.32,19
VTA0044470,2022-01-10,1,2022,C02757,Ing. Gerardo Ureña,Este,Ocacional,V021,  Cristal Valdés Maya  ,Sur,P0122,Aspiradora Dyson V15,Hogar Inteligente,2690.35,1.0,0.15,2286.8,28
VTA0044471,2022-01-16,1,2022,C03772,Alfredo Contreras Barragán,Centro,Regular,V028,Sofía Delia Gurule Cantú,Centro,P0066,Samsung Galaxy Tab S9,Tablets,11682.71,2.0,0.03,-22664.46,24
VTA0044472,2022-01-18,1,2022,C00454,Angélica Susana Cedillo,Sur,Premium,V036,  Dr. Ignacio Aparicio  ,Sur,P0125,TV Samsung QLED 55,Hogar Inteligente,2787.03,1.0,0.17,2313.23,20
VTA0044473,2022-01-31,1,2022,C01470,Ángel Ramón Lara Mena,Norte,Regular,V016,Octavio Mario Rincón Marín,Norte,P0108,Batería Canon LP-E6,Fotografía,15347.48,2.0,0.19,24862.92,32
VTA0044474,2022-01-01,1,2022,C03637,  Evelio José Eduardo Rodrígez  ,Este,Ocasional,V010,Sra. Guadalupe Llamas,Este,P0115,Apple HomePod Mini,Hogar Inteligente,6949.77,5.0,0.13,30231.5,46
VTA0044475,2022-01-04,1,2022,C00482,  Felix José Luis Colunga Morales  ,Sur,Ocasional,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0024,LG Gram 17,Laptops,40265.13,1.0,0.08,37043.92,26
VTA0044476,06/01/2022,1,2022,C01464,Ing. Aurora Olivera,Oeste,Ocasional,V016,Octavio Mario Rincón Marín,Norte,P0126,Proyector BenQ 4K,Hogar Inteligente,8351.74,5.0,0.13,36330.07,35
