id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0016061,2021-06-25,6,2021,C04062,Rubén Jorge Serna Barragán,Oeste,Ocasional,V040,Karla Silvia Mireles Patiño,Oeste,P0108,Batería Canon LP-E6,Fotografía,15988.67,1.0,0.14,13750.26,32
VTA0016062,2021-06-12,6,2021,C01028,Socorro Aguilar Alvarado,Norte,Premium,V044,Julia Esther Solorio,Centro,P0040,Jabra Elite 85h,Audio,3184.63,1.0,0.19,2579.55,38
VTA0016063,2021-06-27,6,2021,C02139,Aldo Bustos Osorio,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0077,Blackview Tab 16,Tablets,9900.11,4.0,0.05,37620.42,21
VTA0016064,23/06/2021,6,2021,C02326,Esteban José Manuél Rico Anguiano,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0109,Filtro ND Variable,Fotografía,3738.76,4.0,0.06,14057.74,30
VTA0016065,2021-06-18,6,2021,C04407,Leonor Villegas,Centro,premiun,V047,  Estela Bianca Melgar Arias  ,Oeste,P0091,Capturadora Elgato 4K,Gaming,1468.06,3.0,0.1,3963.76,25
VTA0016066,2021-06-01,6,2021,C01699,Delia Florencia Lucio Pizarro,Sur,REGULAR,V036,  Dr. Ignacio Aparicio  ,Sur,P0031,Acer Aspire 7,Laptops,8200.15,4.0,0.17,27224.5,38
VTA0016067,2021-06-26,6,2021,C03810,María José Daniela Verduzco,Sur,Ocasional,V013,Alvaro Gaona Ocasio,Sur,P0045,Marshall Emberton III,Audio,7816.16,3.0,0.17,19462.24,22
VTA0016068,2021-06-22,6,2021,C02232,Nicolás Jacobo Valadez,Este,Ocasional,V011,Clara Loera,Este,P0042,Audio Technica ATH,Audio,5940.45,4.0,0.0,23761.8,31
VTA0016069,2021-06-19,6,2021,C00480,Francisca Rocío Yáñez,Sur,Premium,V012,Rubén Marco Antonio Orta Ramos,Sur,P0027,MacBook Air M2,Laptops,32807.57,4.0,0.0,131230.28,24
VTA0016070,2021-06-18,6,2021,C00610,Srita. Elvira Razo,Oeste,Premium,V026,Ing. Elias Valdivia,Oeste,P0123,Cerradura Yale Smart,Hogar Inteligente,8533.49,2.0,0.15,14506.93,29
VTA0016071,2021-06-19,6,2021,C02700,Itzel Norma Rodríguez,Oeste,Premiun,V038,Violeta Itzel Benavídez,Oeste,P0128,Panel Solar Portátil,Hogar Inteligente,3878.53,5.0,0.0,19392.65,39
VTA0016072,2021-06-27,6,2021,C00413,Violeta Amalia Soto,Este,Premium,V044,Julia Esther Solorio,Centro,P0033,Sony WH-1000XM5,Audio,6957.17,2.0,0.02,13636.05,25
VTA0016073,2021-06-23,6,2021,C01031,Lic. Claudia Granado,Sur,Premium,V036,  Dr. Ignacio Aparicio  ,Sur,P0098,Sony Alpha 7 IV,Fotografía,17915.86,2.0,0.01,35473.4,34
VTA0016074,2021-06-23,6,2021,C03715,Martín Rendón Carmona,Sur,Ocasional,V050,José María Gustavo Beltrán,Oeste,P0071,ASUS Zenpad 3S,Tablets,14462.76,2.0,0.11,25743.71,20
VTA0016075,2021-06-27,6,2021,C00584,  Cristobal Salcedo Zelaya  ,Centro,Premium,V044,Julia Esther Solorio,Centro,P0062,Reloj Smartwatch Band,Accesorios,1391.07,3.0,0.18,3422.03,38
VTA0016076,2021-06-22,6,2021,C02450,Joaquín Modesto Benavides,Este,Ocasional,V011,Clara Loera,Este,P0121,Roomba j7 Plus,Hogar Inteligente,6732.8,3.0,0.04,19390.46,38
VTA0016077,27/06/2021,6,2021,C02249,  Soledad Fonseca  ,Este,Premium,V015,Joaquín Benavides Meza,Norte,P0111,Monitor Portátil 4K,Fotografía,7036.25,2.0,0.1,12665.25,41
VTA0016078,2021-06-04,6,2021,C04683,Abraham Tapia,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0009,Sony Xperia 1 VI,Celulares,24821.31,1.0,0.15,21098.11,24
VTA0016079,01/06/2021,6,2021,C01439,Lic. Eduardo Reséndez,Centro,Ocacional,V003,Jacinto Rivero Valladares,Centro,P0010,Huawei Pura 70,Celulares,9611.18,2.0,0.0,19222.36,27
VTA0016080,2021-06-05,6,2021,C04651,Abraham Wilfrido Barela Ballesteros,Este,Premium,V049,Ing. María Teresa Bétancourt,Este,P0031,Acer Aspire 7,Laptops,9185.21,3.0,0.12,24248.95,38
VTA0016081,2021-06-24,6,2021,C04530,,Este,Regular,V049,Ing. María Teresa Bétancourt,Este,P0006,Motorola Edge 50,Celulares,8138.64,1.0,0.09,7406.16,32
VTA0016082,10/06/2021,6,2021,C01860,Susana Pérez,Norte,Regular,V004,Aurora Zelaya,Norte,P0037,JBL Charge 5,Audio,6836.7,5.0,0.01,33841.66,21
VTA0016083,2021-06-09,6,2021,C03092,Karina Llamas,Centro,Premiun,V044,Julia Esther Solorio,Centro,P0058,Mochila Techpack 30L,Accesorios,857.1,3.0,0.19,2082.75,23
VTA0016084,2021-06-24,6,2021,C01365,Verónica Cecilia Ramos Benavides,Centro,Premium,V028,Sofía Delia Gurule Cantú,Centro,P0061,Batería Portátil 20000,Accesorios,1767.55,4.0,0.01,6999.5,32
VTA0016085,2021-06-30,6,2021,C04164,Abelardo Gilberto Caraballo Gaytán,Sur,Ocasional,V024,Bernabé Guerra,Sur,P0024,LG Gram 17,Laptops,43113.48,2.0,0.01,85364.69,26
VTA0016086,2021-06-18,6,2021,C03849,Ing. Enrique Laureano,Centro,Ocasional,V033,Jaime Gamez Maldonado,Centro,P0083,Nintendo Switch OLED,gaming,15651.54,3.0,0.18,38502.79,39
VTA0016087,2021-06-10,6,2021,C02306,  Bernardo Garza Orellana  ,Centro,Premium,V041,Srita. Nadia Casas,Centro,P0115,Apple HomePod Mini,Hogar Inteligente,6689.82,4.0,0.17,22210.2,46
VTA0016088,11/06/2021,6,2021,C04213,Timoteo Olivárez,Norte,Regular,V015,Joaquín Benavides Meza,Norte,P0099,Nikon Z6 III,Fotografía,28711.46,1.0,0.01,-28424.35,21
VTA0016089,13/06/2021,6,2021,C01054,Sergio Carbajal Morales,Norte,Premium,V016,Octavio Mario Rincón Marín,Norte,P0096,Cooling Noctua NH-D15,gaming,9673.36,2.0,0.03,18766.32,41
VTA0016090,2021-06-05,6,2021,C00773,Dr. Abraham Sánchez,Centro,Premium,V037,Victoria Caridad Concepción,Centro,P0017,MacBook Pro M3,Laptops,11814.03,4.0,0.1,42530.51,43
