id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0145393,2024-05-19,5,2024,C00993,Eduardo Botello Zedillo,Este,Ocacional,V048,Ivonne Véliz,Centro,P0043,Sony WF-1000XM5,Audio,4280.72,1.0,0.08,3938.26,25
VTA0145394,2024-05-17,5,2024,C04411,Dr. Emilio Quintero,Sur,Premium,V012,Rubén Marco Antonio Orta Ramos,Sur,P0062,Reloj Smartwatch Band,Accesorios,1319.86,5.0,0.1,5939.37,38
VTA0145395,2024-05-01,5,2024,C04767,Zoé Nancy de la Crúz Verduzco,Centro,Premium,V044,Julia Esther Solorio,Centro,P0082,Xbox Series X,Gaming,12254.35,2.0,0.11,21812.74,30
VTA0145396,26/05/2024,5,2024,C03374,  Francisca Francisca Marroquín  ,Norte,Regular,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0106,Mochila Lowepro Pro,Fotografía,16897.04,1.0,0.09,15376.31,40
VTA0145397,2024-05-30,5,2024,C01294,Raquel Karina Ornelas,Sur,ocasional,V013,Alvaro Gaona Ocasio,Sur,P0072,Huawei MatePad Pro,Tablets,19931.88,4.0,0.14,68565.67,43
VTA0145398,2024-05-13,5,2024,C03497,Sra. Georgina Ríos,Centro,Premium,V047,  Estela Bianca Melgar Arias  ,Oeste,P0021,ASUS ROG Zephyrus,Laptops,11420.41,4.0,0.01,45224.82,36
VTA0145399,2024-05-18,5,2024,C02086,Ana María Adame Cantú,Sur,Premium,V021,  Cristal Valdés Maya  ,Sur,P0045,Marshall Emberton III,Audio,7249.44,5.0,0.03,-35159.78,22
VTA0145400,2024-05-13,5,2024,C04512,Oswaldo Esteban Apodaca Terrazas,Este,ocasional,V011,Clara Loera,Este,P0019,HP Spectre x360,gaming,37784.95,5.0,0.15,160586.04,26
VTA0145401,2024-05-02,5,2024,C03867,  Aurora Fajardo Saavedra  ,Sur,Ocasional,V024,Bernabé Guerra,Sur,P0036,Samsung Galaxy Buds2,Audio,6353.05,4.0,0.15,21600.37,43
VTA0145402,2024-05-15,5,2024,C03423,Camilo Gerardo León Correa,Sur,Regular,V020,Dr. Arturo Angulo,Sur,P0114,Google Nest Hub 2,Hogar Inteligente,5187.53,2.0,0.16,8715.05,45
VTA0145403,2024-05-10,5,2024,C01607,Rufino Casárez,Oeste,Ocasional,V038,Violeta Itzel Benavídez,Oeste,P0030,Lenovo IdeaPad 5,Laptops,41996.76,4.0,0.18,137749.37,21
VTA0145404,2024-05-03,5,2024,C04989,Cornelio Oswaldo Baeza Gurule,Este,Regular,V021,  Cristal Valdés Maya  ,Sur,P0128,Panel Solar Portátil,Hogar Inteligente,3897.42,4.0,0.0,15589.68,39
VTA0145405,2024-05-05,5,2024,C04676,,Sur,Ocasional,V018,Lic. Gilberto Castellanos,Sur,P0095,SSD Samsung 980 Pro,Gaming,2734.99,2.0,0.07,5087.08,28
VTA0145406,2024-05-13,5,2024,C03991,Lilia Arredondo,Sur,Ocasional,V023,Fidel Negrete Domínguez,Sur,P0104,Flash Godox V1,Fotografía,16661.16,2.0,0.05,31656.2,40
VTA0145407,2024-05-15,5,2024,C03887,Guadalupe Leyva,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0030,Lenovo IdeaPad 5,LAPTOPS,42128.75,5.0,0.02,206430.88,21
VTA0145408,2024-05-11,5,2024,C02341,Guillermo Abraham Garrido Batista,Este,Regular,V049,Ing. María Teresa Bétancourt,Este,P0093,GPU RTX 4070 Ti,Gaming,27104.93,1.0,0.1,24394.44,29
VTA0145409,2024-05-02,5,2024,C03911,Inés Mena Laureano,Centro,REGULAR,V033,Jaime Gamez Maldonado,Centro,P0072,Huawei MatePad Pro,Tablets,19463.33,4.0,0.01,77074.79,43
VTA0145410,2024-05-12,5,2024,C04398,Lic. Francisco Javier Padilla,Este,Ocasional,V043,Homero Esquivel,Norte,P0025,Razer Blade 15,Laptops,26210.81,5.0,0.13,114017.02,44
VTA0145411,20/05/2024,5,2024,C00279,Rosario Nadia Jaime Barragán,Oeste,Premium,V022,Bernardo Lemus Caballero,Oeste,P0121,Roomba j7 Plus,Hogar Inteligente,6255.41,5.0,0.09,28462.12,38
VTA0145412,2024-05-28,5,2024,C03056,Ilse Trinidad Rico Montero,Este,Ocasional,V049,Ing. María Teresa Bétancourt,Este,P0012,Samsung A55,Celulares,18695.95,2.0,0.11,33278.79,36
VTA0145413,2024-05-12,5,2024,C00920,Miguel Ángel Fernando Cotto,Sur,Regular,V025,Manuel Gerónimo Armas,Sur,P0046,JBL Flip 6,Audio,2493.33,1.0,0.13,-2169.2,40
VTA0145414,2024-05-29,5,2024,C02490,  Reynaldo Martín Ulloa Prieto  ,Oeste,ocasional,V007,Conchita Leticia Gastélum Corral,Oeste,P0110,Reflector 5en1 80cm,Fotografía,15084.46,5.0,0.1,67880.07,26
VTA0145415,2024-05-12,5,2024,C01246,Nicolás Jorge Matos Raya,Centro,Ocacional,V003,Jacinto Rivero Valladares,Centro,P0045,Marshall Emberton III,Audio,8018.73,2.0,0.15,13631.84,22
VTA0145416,2024-05-31,5,2024,C02306,  Bernardo Garza Orellana  ,Centro,Premium,V003,Jacinto Rivero Valladares,Centro,P0024,LG Gram 17,Laptops,39373.47,2.0,0.02,77172.0,26
VTA0145417,11/05/2024,5,2024,C02641,  Lic. Alonso Zepeda  ,Oeste,Ocasional,V001,Fernando Casares Jimínez,Oeste,P0006,Motorola Edge 50,Celulares,9018.73,1.0,0.06,8477.61,32
