id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0151753,2024-07-15,7,2024,C03027,Micaela Armendáriz Samaniego,Este,Regular,V049,Ing. María Teresa Bétancourt,Este,P0083,Nintendo Switch OLED,Gaming,16198.54,4.0,0.12,57018.86,39
VTA0151754,01/07/2024,7,2024,C04210,Ariadna Caraballo,Este,Premium,V032,Nelly Barela Cardenas,Este,P0056,Webcam Logitech C920,Accesorios,2012.13,2.0,0.18,3299.89,43
VTA0151755,2024-07-10,7,2024,C02607,Srita. Sessa Ojeda,Oeste,Premium,V050,José María Gustavo Beltrán,Oeste,P0120,Timbre Ring Video Pro,Hogar Inteligente,7814.55,5.0,0.03,37900.57,21
VTA0151756,2024-07-27,7,2024,C02356,Silvia Berríos Cardenas,Sur,Regular,V012,Rubén Marco Antonio Orta Ramos,Sur,P0080,Honor Pad 8,Tablets,9927.31,3.0,0.07,27697.19,19
VTA0151757,2024-07-12,7,2024,C03079,Uriel Sanabria,Oeste,Premium,V050,José María Gustavo Beltrán,Oeste,P0063,Pad Mouse XL Gaming,Accesorios,1839.85,5.0,0.1,8279.33,42
VTA0151758,07/07/2024,7,2024,C04656,Lic. Felix Camarillo,Oeste,Ocasional,V040,Karla Silvia Mireles Patiño,Oeste,P0124,Sensor Movimiento Aqara,Hogar Inteligente,7118.3,3.0,0.19,17297.47,35
VTA0151759,28/07/2024,7,2024,C03373,Jaime Valencia Vela,Norte,Regular,V016,Octavio Mario Rincón Marín,Norte,P0003,Xiaomi 14 Pro,Celulares,22143.12,4.0,0.1,79715.23,36
VTA0151760,2024-07-28,7,2024,C01178,Sra. Carmen Gálvez,Oeste,Ocasional,V016,Octavio Mario Rincón Marín,Norte,P0110,Reflector 5en1 80cm,Fotografía,14606.02,2.0,0.13,25414.47,26
VTA0151761,2024-07-08,7,2024,C02502,Bernardo Julio Pacheco,Oeste,Regular,V026,Ing. Elias Valdivia,Oeste,P0042,Audio Technica ATH,Audio,6563.18,1.0,0.19,5316.18,31
VTA0151762,2024-07-17,7,2024,C01473,Jaime Ernesto Escalante Loya,Centro,Regular,V017,Abraham Apodaca Colunga,Centro,P0021,ASUS ROG Zephyrus,Laptops,11670.49,2.0,0.03,22640.75,36
VTA0151763,2024-07-30,7,2024,C04386,Andrés Gilberto Olvera Orozco,Norte,Premium,V015,Joaquín Benavides Meza,Norte,P0041,Bang Olufsen H95,Audio,6081.09,1.0,0.07,5655.41,20
VTA0151764,2024-07-29,7,2024,C00304,Olivia Reyes Jáquez,Este,Premium,V049,Ing. María Teresa Bétancourt,Este,P0002,Samsung Galaxy S24,Celulares,8470.38,2.0,0.16,14230.24,19
VTA0151765,2024-07-20,7,2024,C04593,Trinidad Coronado Rosario,Sur,Ocasional,V026,Ing. Elias Valdivia,Oeste,P0107,Tarjeta SD SanDisk 256,Fotografía,10080.99,4.0,0.15,34275.37,27
VTA0151766,2024-07-27,7,2024,C02898,Nadia Acosta Cepeda,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0005,OnePlus 12,Celulares,5918.45,2.0,0.0,11836.9,40
VTA0151767,2024-07-06,7,2024,C01522,Adalberto Leonardo Linares,Este,ocasional,V049,Ing. María Teresa Bétancourt,Este,P0014,Motorola G84,Celulares,6385.89,1.0,0.15,5428.01,20
VTA0151768,2024-07-09,7,2024,C04307,Benito Esteban Arroyo,Sur,Premium,V006,  Dr. Evelio Murillo  ,Sur,P0002,Samsung Galaxy S24,Celulares,8487.98,2.0,0.14,14599.33,19
VTA0151769,2024-07-17,7,2024,C00304,Olivia Reyes Jáquez,Este,Premium,V010,Sra. Guadalupe Llamas,Este,P0126,Proyector BenQ 4K,Hogar Inteligente,7794.47,2.0,0.02,15277.16,35
VTA0151770,2024-07-21,7,2024,C03149,Camilo Zamora Ornelas,Este,Premium,V014,Ofelia Miriam Negrón,Oeste,P0053,Hub USB-C 7en1,Accesorios,419.75,5.0,0.13,1825.91,20
VTA0151771,04/07/2024,7,2024,C00058,Nicolás Jurado,Sur,Premium,V021,  Cristal Valdés Maya  ,Sur,P0025,Razer Blade 15,Laptops,26245.19,3.0,0.18,64563.17,44
VTA0151772,2024-07-10,7,2024,C03978,Julio César Ibarra Borrego,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0042,Audio Technica ATH,Audio,6124.16,1.0,0.18,5021.81,31
VTA0151773,2024-07-12,7,2024,C04234,Amalia Grijalva Solorio,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0035,Bose QC45,audio ,2502.55,4.0,0.02,9810.0,19
VTA0151774,14/07/2024,7,2024,C02147,Antonio Briseño Molina,Oeste,Premium,V040,Karla Silvia Mireles Patiño,Oeste,P0128,Panel Solar Portátil,Hogar Inteligente,3453.47,2.0,0.15,5870.9,39
VTA0151775,2024-07-09,7,2024,C02878,Daniela Ana Corral Zayas,Oeste,Regular,V001,Fernando Casares Jimínez,Oeste,P0126,Proyector BenQ 4K,celulares,8096.06,1.0,0.05,7691.26,35
VTA0151776,2024-07-22,7,2024,C02589,Dr. Jacobo Piña,Oeste,Regular,V050,José María Gustavo Beltrán,Oeste,P0120,Timbre Ring Video Pro,LAPTOPS,8179.61,2.0,0.14,14068.93,21
VTA0151777,2024-07-24,7,2024,C02772,Ing. Lilia Merino,Oeste,Regular,V022,Bernardo Lemus Caballero,Oeste,P0064,Limpiador Pantallas Kit,Accesorios,1397.1,4.0,0.08,5141.33,44
VTA0151778,2024-07-06,7,2024,C04711,  Margarita Ángela Cisneros Quiñónez  ,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0056,Webcam Logitech C920,Accesorios,1787.93,5.0,0.07,8313.87,43
VTA0151779,03/07/2024,7,2024,C04833,Alta  Gracia Amalia Chávez,Oeste,Regular,V047,  Estela Bianca Melgar Arias  ,Oeste,P0019,HP Spectre x360,Laptops,35601.82,2.0,0.18,58386.98,26
VTA0151780,2024-07-30,7,2024,C03363,Javier Gabino Carrión,Sur,Ocasional,V036,  Dr. Ignacio Aparicio  ,Sur,P0111,Monitor Portátil 4K,Fotografía,7318.36,4.0,0.19,23711.49,41
VTA0151781,2024-07-26,7,2024,C00844,Lic. Octavio Yáñez,Sur,Ocasional,V013,Alvaro Gaona Ocasio,Sur,P0015,Nokia G42,Celulares,18916.6,5.0,0.02,92691.34,26
VTA0151782,2024-07-05,7,2024,C01031,Lic. Claudia Granado,Sur,Premium,V034,Rufino Rivera,Sur,P0073,Microsoft Surface Go 3,Tablets,10374.8,3.0,0.03,30190.67,22
VTA0151783,2024-07-25,7,2024,C03288,Susana Miriam Castellanos,Sur,Ocasional,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0019,HP Spectre x360,Laptops,36088.11,5.0,0.14,155178.87,26
VTA0151784,2024-07-30,7,2024,C03955,  Patricia Razo Quiñones  ,Oeste,Ocasional,V029,Francisco Ballesteros,Norte,P0015,Nokia G42,Celulares,18448.63,1.0,0.14,15865.82,26
VTA0151785,2024-07-29,7,2024,C01663,Darío Murillo Escalante,Centro,Regular,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0003,Xiaomi 14 Pro,Celulares,21515.12,2.0,0.16,36145.4,36
VTA0151786,2024-07-21,7,2024,C04954,  Esther Cecilia Lozada  ,Centro,Premium,V003,Jacinto Rivero Valladares,Centro,P0011,iPhone 14,Celulares,10183.27,3.0,0.15,25967.34,43
VTA0151787,2024-07-21,7,2024,C04095,  Ignacio Menéndez  ,Oeste,Regular,V014,Ofelia Miriam Negrón,Oeste,P0087,Headset HyperX Cloud III,LAPTOPS,2295.8,5.0,0.08,10560.68,38
VTA0151788,2024-07-15,7,2024,C03753,Noemí Asunción Valdez,Centro,Premium,V037,Victoria Caridad Concepción,Centro,P0072,Huawei MatePad Pro,Tablets,17249.97,5.0,0.12,75899.87,43
VTA0151789,2024-07-05,7,2024,C00661,Ángel Lorenzo Olvera Cabán,Este,premiun,V030,Gustavo Camilo Ochoa Gamboa,Oeste,P0050,Cable USB-C 2m,Accesorios,1550.01,5.0,0.13,6742.54,32
VTA0151790,2024-07-19,7,2024,C03900,Dolores Hermelinda Lugo Cortés,Sur,Premium,V012,Rubén Marco Antonio Orta Ramos,Sur,P0003,Xiaomi 14 Pro,Celulares,23805.89,2.0,0.05,45231.19,36
VTA0151791,09/07/2024,7,2024,C03294,Enrique Mauricio Flórez Nájera,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0112,Estabilizador DJI OM6,Fotografía,17024.25,4.0,0.18,55839.54,33
VTA0151792,13/07/2024,7,2024,C03025,Natividad Ivonne Curiel,Sur,Ocasional,V012,Rubén Marco Antonio Orta Ramos,Sur,P0009,Sony Xperia 1 VI,Celulares,22626.16,2.0,0.17,37559.43,24
VTA0151793,2024-07-29,7,2024,C03448,Sr. Jacobo Hinojosa,Este,Premium,V005,Aldo Adán Rodrígez Galarza,Este,P0066,Samsung Galaxy Tab S9,Tablets,12643.25,2.0,0.09,23010.72,24
VTA0151794,2024-07-06,7,2024,C03402,  Ing. Teodoro Rodríguez  ,Sur,Premium,V008,Irene Franco,Sur,P0074,iPad Mini 6,celulares,17366.69,4.0,0.08,63909.42,31
