id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0049221,2022-03-06,3,2022,C03502,  Eugenio Jorge Luis Sotelo Benavides  ,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0115,Apple HomePod Mini,Hogar Inteligente,6509.3,3.0,0.06,18356.23,46
VTA0049222,2022-03-31,3,2022,C04482,Lorenzo José Manuél Rodríguez,Oeste,Ocasional,V039,Sr. Modesto Guillen,Oeste,P0126,Proyector BenQ 4K,Hogar Inteligente,7441.01,2.0,0.08,13691.46,35
VTA0049223,2022-03-11,3,2022,C04011,  Linda Eva Tórrez  ,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0025,Razer Blade 15,Laptops,30654.8,4.0,0.14,105452.51,44
VTA0049224,2022-03-13,3,2022,C03686,Jonás Felipe Villalobos Centeno,Sur,Premium,V018,Lic. Gilberto Castellanos,Sur,P0124,Sensor Movimiento Aqara,fotografia,7126.53,1.0,0.13,6200.08,35
VTA0049225,01/03/2022,3,2022,C00901,Patricio Yáñez,Oeste,Premium,V050,José María Gustavo Beltrán,Oeste,P0025,Razer Blade 15,gaming,29037.7,5.0,0.06,136477.19,44
VTA0049226,2022-03-04,3,2022,C03057,Vanesa Itzel Ávalos Frías,Oeste,Regular,V048,Ivonne Véliz,Centro,P0043,Sony WF-1000XM5,Audio,4308.67,5.0,0.08,19819.88,25
VTA0049227,08/03/2022,3,2022,C02027,Hilda Menchaca,Centro,Premium,V037,Victoria Caridad Concepción,Centro,P0036,Samsung Galaxy Buds2,Audio,7355.32,5.0,0.19,29789.05,43
VTA0049228,2022-03-21,3,2022,C02682,Luz Cabán Cornejo,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0109,Filtro ND Variable,Fotografía,3713.4,3.0,0.12,9803.38,30
VTA0049229,2022-03-01,3,2022,C04649,Sonia Linda Heredia,Sur,Premiun,V045,Marisela Vanesa Chapa Aranda,Norte,P0040,Jabra Elite 85h,gaming,3183.72,,0.19,5157.63,38
VTA0049230,2022-03-09,3,2022,C00021,Lic. Cristian Yáñez,Este,Premium,V032,Nelly Barela Cardenas,Este,P0054,Mouse Logitech MX Master,Accesorios,1271.68,3.0,0.07,3547.99,25
VTA0049231,2022-03-23,3,2022,C01531,Beatriz Berta Pizarro Pelayo,Oeste,Ocasional,V022,Bernardo Lemus Caballero,Oeste,P0022,Acer Swift 5,Laptops,31190.57,4.0,0.16,104800.32,41
VTA0049232,23/03/2022,3,2022,C01668,,Este,Regular,V049,Ing. María Teresa Bétancourt,Este,P0027,MacBook Air M2,Laptops,33728.13,3.0,0.02,99160.7,24
VTA0049233,2022-03-25,3,2022,C01915,Magdalena Estela Benavídez Romero,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0063,Pad Mouse XL Gaming,Accesorios,1978.24,5.0,0.12,8704.26,42
VTA0049234,19/03/2022,3,2022,C01176,Cristian José Carlos Bañuelos Navarrete,Centro,Ocasional,V041,Srita. Nadia Casas,Centro,P0035,Bose QC45,Audio,2416.96,2.0,0.01,4785.58,19
VTA0049235,2022-03-26,3,2022,C03105,Citlali Samaniego,Centro,Premium,V017,Abraham Apodaca Colunga,Centro,P0116,Foco Philips Hue,Hogar Inteligente,4364.09,3.0,0.01,12961.35,44
VTA0049236,18/03/2022,3,2022,C03910,Mercedes Inés Perales Mota,Norte,Regular,V002,Nelly Marrero Ortiz,Norte,P0077,Blackview Tab 16,Tablets,11247.08,3.0,0.16,28342.64,21
