id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0115111,2023-09-05,9,2023,C04323,Fernando Vargas Orellana,Centro,Regular,V033,Jaime Gamez Maldonado,Centro,P0019,HP Spectre x360,audio ,34040.44,3.0,0.11,90887.97,26
VTA0115112,2023-09-15,9,2023,C02657,Diego Velásquez Ochoa,Centro,Premium,V003,Jacinto Rivero Valladares,Centro,P0022,Acer Swift 5,Laptops,30652.5,1.0,0.06,28813.35,41
VTA0115113,2023-09-20,9,2023,C03851,José Mora Alonso,Norte,Premium,V016,Octavio Mario Rincón Marín,Norte,P0027,MacBook Air M2,Laptops,33762.15,1.0,0.03,32749.29,24
VTA0115114,2023-09-04,9,2023,C01767,Cynthia Olga Arroyo,Norte,Ocasional,V004,Aurora Zelaya,Norte,P0073,Microsoft Surface Go 3,Tablets,11063.54,2.0,0.1,19914.37,22
VTA0115115,2023-09-01,9,2023,C02608,Amador García Lemus,Norte,Premium,V016,Octavio Mario Rincón Marín,Norte,P0065,iPad Pro M2 12.9,Tablets,7054.44,1.0,0.07,6560.63,21
VTA0115116,2023-09-19,9,2023,C02655,Lic. Fernando Ybarra,Norte,Regular,V015,Joaquín Benavides Meza,Norte,P0108,Batería Canon LP-E6,Fotografía,16742.69,1.0,0.18,13729.01,32
VTA0115117,04/09/2023,9,2023,C01471,Yeni Ornelas Griego,Centro,ocasional,V017,Abraham Apodaca Colunga,Centro,P0072,Huawei MatePad Pro,LAPTOPS,20208.14,1.0,0.13,17581.08,43
VTA0115118,2023-09-28,9,2023,C03948,María Teresa Caridad Guevara,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0059,Audífonos USB-C,Accesorios,1491.92,3.0,0.17,3714.88,43
VTA0115119,2023-09-06,9,2023,C04983,Lic. Mario Carvajal,Este,Premium,V049,Ing. María Teresa Bétancourt,Este,P0076,TCL Tab 10,Tablets,17914.23,2.0,0.12,31529.04,24
VTA0115120,2023-09-08,9,2023,C03707,Benito Jacinto Grijalva Ramos,Oeste,Premium,V026,Ing. Elias Valdivia,Oeste,P0121,Roomba j7 Plus,audio ,6132.48,3.0,0.18,15085.9,38
VTA0115121,2023-09-01,9,2023,C04905,Tania Ramírez,Centro,ocasional,V003,Jacinto Rivero Valladares,Centro,P0113,Alexa Echo Dot 5,Hogar Inteligente,10341.63,3.0,0.06,29163.4,20
