id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0012349,2021-05-08,5,2021,C04791,Ing. Andrés Arellano,Este,Regular,V010,Sra. Guadalupe Llamas,Este,P0046,JBL Flip 6,Audio,2430.57,1.0,0.01,2406.26,40
VTA0012350,2021-05-15,5,2021,C04308,  Ana Luisa Patricia Peralta Carranza  ,Oeste,Ocasional,V050,José María Gustavo Beltrán,Oeste,P0099,Nikon Z6 III,Fotografía,25960.61,3.0,0.1,70093.65,21
VTA0012351,2021-05-15,5,2021,C00922,Cristobal Maximiliano Zavala Ocasio,Norte,Regular,V045,Marisela Vanesa Chapa Aranda,Norte,P0073,Microsoft Surface Go 3,fotografia,11117.11,4.0,0.07,41355.65,22
VTA0012352,2021-05-17,5,2021,C00205,Lic. Roberto Aguilar,Centro,Ocasional,V003,Jacinto Rivero Valladares,Centro,P0039,Sennheiser HD 450,Audio,1102.16,1.0,0.01,1091.14,24
VTA0012353,2021-05-27,5,2021,C03906,Mónica Granados Jasso,Este,Premium,V011,Clara Loera,Este,P0086,Silla Gamer DXRacer,Gaming,21168.37,3.0,0.08,58424.7,26
VTA0012354,2021-05-15,5,2021,C03905,  Rafaél José Carlos Santiago  ,Oeste,Regular,V001,Fernando Casares Jimínez,Oeste,P0057,Soporte Laptop Adjustable,Accesorios,498.96,4.0,0.06,1876.09,39
VTA0012355,2021-05-28,5,2021,C03396,,Sur,Ocasional,V023,Fidel Negrete Domínguez,Sur,P0043,Sony WF-1000XM5,Audio,4015.61,4.0,0.02,15741.19,25
VTA0012356,07/05/2021,5,2021,C04590,Paulina Pérez Cabrera,Oeste,premiun,V039,Sr. Modesto Guillen,Oeste,P0065,iPad Pro M2 12.9,Tablets,6955.92,1.0,0.07,6469.01,21
VTA0012357,2021-05-25,5,2021,C01484,Felix Ramón Pacheco Ulloa,Este,Premium,V011,Clara Loera,Este,P0009,Sony Xperia 1 VI,Celulares,24198.74,2.0,0.16,40653.88,24
VTA0012358,2021-05-19,5,2021,C03826,  Adela Saldaña  ,Norte,Premiun,V004,Aurora Zelaya,Norte,P0050,Cable USB-C 2m,Accesorios,1350.41,1.0,0.19,1093.83,32
VTA0012359,2021-05-31,5,2021,C02840,Amelia Ybarra,Sur,Regular,V012,Rubén Marco Antonio Orta Ramos,Sur,P0040,Jabra Elite 85h,Audio,3115.83,3.0,0.05,8880.12,38
VTA0012360,2021-05-31,5,2021,C04282,Olivia Sanches,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0083,Nintendo Switch OLED,Gaming,16475.23,3.0,0.05,46954.41,39
