id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0141449,2024-04-24,4,2024,C03300,Alonso Serafín Viera Aguilar,Centro,Regular,V033,Jaime Gamez Maldonado,Centro,P0017,MacBook Pro M3,Laptops,11974.61,3.0,0.16,30176.02,43
VTA0141450,2024-04-13,4,2024,C04475,Bernabé Esteban Bernal,Este,Ocasional,V036,  Dr. Ignacio Aparicio  ,Sur,P0062,Reloj Smartwatch Band,Accesorios,1365.13,1.0,0.08,-1255.92,38
VTA0141451,2024-04-28,4,2024,C01848,Judith Diana Leyva Casillas,Centro,Ocasional,V031,  Bernabé César Salazar  ,Centro,P0040,Jabra Elite 85h,Audio,2743.87,3.0,0.16,6914.55,38
VTA0141452,2024-04-04,4,2024,C03125,Timoteo Nájera Molina,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0038,Beats Studio Pro,Audio,2427.87,1.0,0.14,2087.97,39
VTA0141453,2024-04-13,4,2024,C02985,Margarita Concepción Calvillo,Norte,REGULAR,V029,Francisco Ballesteros,Norte,P0115,Apple HomePod Mini,Hogar Inteligente,6427.86,1.0,0.02,6299.3,46
VTA0141454,2024-04-13,4,2024,C03598,Guillermo Urrutia Reyna,Centro,Ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0119,Enchufe Inteligente TP,Hogar Inteligente,4997.56,4.0,0.08,18391.02,27
VTA0141455,2024-04-11,4,2024,C02564,  Guillermo Arriaga  ,Este,Regular,V011,Clara Loera,Este,P0060,Adaptador HDMI 4K,Accesorios,1111.05,3.0,0.02,3266.49,29
VTA0141456,2024-04-05,4,2024,C00985,Bianca Tafoya Carrero,Centro,Ocasional,V031,  Bernabé César Salazar  ,Centro,P0075,Samsung Galaxy Tab A9,Tablets,17865.52,4.0,0.04,68603.6,35
VTA0141457,2024-04-02,4,2024,C03104,  Lic. Alejandro Ortiz  ,Este,Regular,V027,Claudio Andrés Gómez Sosa,Sur,P0029,HP Pavilion 15,Laptops,9827.26,4.0,0.1,35378.14,24
VTA0141458,2024-04-27,4,2024,C03848,Sr. Emiliano Hernandes,Norte,Regular,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0069,Xiaomi Pad 6 Pro,fotografia,5675.1,3.0,0.13,14812.01,37
VTA0141459,2024-04-12,4,2024,C04808,Caridad Débora Espino,Centro,Ocacional,V031,  Bernabé César Salazar  ,Centro,P0074,iPad Mini 6, Accesorios,17838.79,5.0,0.09,81166.49,31
VTA0141460,2024-04-19,4,2024,C02372,Sr. Porfirio Salazar,Sur,Premium,V027,Claudio Andrés Gómez Sosa,Sur,P0058,Mochila Techpack 30L,Accesorios,857.67,2.0,0.05,1629.57,23
VTA0141461,04/04/2024,4,2024,C04185,Teodoro Miguel Ángel Zamora Treviño,Sur,Regular,V025,Manuel Gerónimo Armas,Sur,P0084,Steam Deck 512GB,Gaming,12273.04,5.0,0.13,53387.72,26
VTA0141462,2024-04-18,4,2024,C04653,Julio Olivas,Norte,Premium,V029,Francisco Ballesteros,Norte,P0089,Mouse Logitech G Pro X,Gaming,6522.6,4.0,0.04,25046.78,45
VTA0141463,22/04/2024,4,2024,C03164,Catalina Amador,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0004,Google Pixel 8,Celulares,5019.16,2.0,0.06,-9436.02,34
VTA0141464,2024-04-14,4,2024,C04502,  Victoria Casillas Apodaca  ,Sur,Ocasional,V025,Manuel Gerónimo Armas,Sur,P0030,Lenovo IdeaPad 5,Laptops,40430.9,3.0,0.04,116440.99,21
VTA0141465,2024-04-05,4,2024,C04423,Lic. Elvia Salinas,Oeste,Premium,V047,  Estela Bianca Melgar Arias  ,Oeste,P0094,RAM Corsair 32GB,Gaming,17746.95,3.0,0.19,43125.09,26
VTA0141466,2024-04-02,4,2024,C01516,Claudia Meraz,Oeste,Premium,V039,Sr. Modesto Guillen,Oeste,P0086,Silla Gamer DXRacer,Gaming,20184.36,3.0,0.06,56919.9,26
VTA0141467,2024-04-24,4,2024,C00989,Tomás Saucedo Alemán,Oeste,Premium,V003,Jacinto Rivero Valladares,Centro,P0126,Proyector BenQ 4K,Hogar Inteligente,7264.77,3.0,0.04,20922.54,35
VTA0141468,24/04/2024,4,2024,C03471,Srita. Pilar Berríos,Norte,ocasional,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0043,Sony WF-1000XM5,Audio,4574.14,3.0,0.08,12624.63,25
VTA0141469,2024-04-29,4,2024,C04679,Sra. Mitzy Colón,Sur,Premium,V012,Rubén Marco Antonio Orta Ramos,Sur,P0044,Anker Q45,Audio,7810.76,2.0,0.06,14684.23,23
VTA0141470,2024-04-30,4,2024,C01794,Timoteo Marcos Corrales,Sur,Ocacional,V006,  Dr. Evelio Murillo  ,Sur,P0089,Mouse Logitech G Pro X,audio ,7085.21,1.0,0.18,5809.87,45
VTA0141471,2024-04-24,4,2024,C01513,Dalia Almonte Quintana,Este,Premium,V011,Clara Loera,Este,P0077,Blackview Tab 16,celulares,10063.82,1.0,0.04,9661.27,21
VTA0141472,2024-04-18,4,2024,C02638,  Laura Ivonne de la Torre Heredia  ,Este,Regular,V032,Nelly Barela Cardenas,Este,P0109,Filtro ND Variable,Fotografía,3573.25,4.0,0.14,12291.98,30
VTA0141473,2024-04-04,4,2024,C02017,Ariadna María Luisa Olvera Montero,Oeste,Ocasional,V007,Conchita Leticia Gastélum Corral,Oeste,P0038,Beats Studio Pro,Audio,2264.66,1.0,0.05,2151.43,39
VTA0141474,2024-04-27,4,2024,C03691,Nadia Itzel Colunga Frías,Norte,Ocasional,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0072,Huawei MatePad Pro,Tablets,17874.34,4.0,0.13,62202.7,43
VTA0141475,2024-04-26,4,2024,C00506,Adriana Toledo,Norte,Ocasional,V044,Julia Esther Solorio,Centro,P0075,Samsung Galaxy Tab A9,Tablets,18181.08,5.0,0.02,89087.29,35
VTA0141476,2024-04-15,4,2024,C04451,Jorge Valentín Carrasco,Norte,Premium,V004,Aurora Zelaya,Norte,P0017,MacBook Pro M3,Laptops,13360.71,3.0,0.05,38078.02,43
