id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0027300,2021-09-06,9,2021,C02062,Norma Marisol Tovar,Norte,Premium,V016,Octavio Mario Rincón Marín,Norte,P0016,Tecno Spark 20,Celulares,14610.07,5.0,0.17,60631.79,20
VTA0027301,2021-09-23,9,2021,C03495,Camilo Robles Balderas,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0109,Filtro ND Variable,Fotografía,3411.71,3.0,0.01,10132.78,30
VTA0027302,2021-09-28,9,2021,C01893,Dr. Alonso Aponte,Oeste,Premium,V001,Fernando Casares Jimínez,Oeste,P0122,Aspiradora Dyson V15,Hogar Inteligente,2781.69,2.0,0.2,4450.7,28
VTA0027303,2021-09-13,9,2021,C03405,,Sur,Ocasional,V036,  Dr. Ignacio Aparicio  ,Sur,P0035,Bose QC45,Audio,2461.13,5.0,0.17,10213.69,19
VTA0027304,2021-09-04,9,2021,C02659,Evelio Iván Rubio Santillán,Oeste,Regular,V026,Ing. Elias Valdivia,Oeste,P0026,MSI Prestige 16,Laptops,8892.47,4.0,0.12,31301.49,44
VTA0027305,2021-09-13,9,2021,C01652,Francisca Luisa Cisneros Matías,Centro,Premium,V033,Jaime Gamez Maldonado,Centro,P0115,Apple HomePod Mini,Hogar Inteligente,6674.44,3.0,0.03,19422.62,46
VTA0027306,2021-09-28,9,2021,C03338,Lic. Felix Velázquez,Sur,Regular,V012,Rubén Marco Antonio Orta Ramos,Sur,P0027,MacBook Air M2,Laptops,35947.94,1.0,0.1,-32353.15,24
VTA0027307,2021-09-01,9,2021,C00661,Ángel Lorenzo Olvera Cabán,Este,premiun,V049,Ing. María Teresa Bétancourt,Este,P0089,Mouse Logitech G Pro X,Gaming,6268.73,4.0,0.05,23821.17,45
VTA0027308,2021-09-26,9,2021,C00151,Martha Mercedes Urrutia Barrios,Centro,REGULAR,V017,Abraham Apodaca Colunga,Centro,P0050,Cable USB-C 2m,Accesorios,1399.27,3.0,0.11,3736.05,32
VTA0027309,2021-09-01,9,2021,C04828,Judith Victoria Rosario,Oeste,Regular,V035,Estela Haro,Oeste,P0001,iPhone 15 Pro,Celulares,18819.74,5.0,0.01,93157.71,37
VTA0027310,2021-09-19,9,2021,C02766,Marisela González Padilla,Centro,Regular,V033,Jaime Gamez Maldonado,Centro,P0103,Lente Canon RF 50mm,Fotografía,13500.75,3.0,0.01,40097.23,31
VTA0027311,2021-09-24,9,2021,C04282,Olivia Sanches,Este,Regular,V049,Ing. María Teresa Bétancourt,Este,P0115,Apple HomePod Mini,Hogar Inteligente,7118.2,2.0,0.13,12385.67,46
VTA0027312,2021-09-22,9,2021,C04511,Cristal Lucía Rael Meza,Norte,Ocasional,V016,Octavio Mario Rincón Marín,Norte,P0038,Beats Studio Pro,Audio,2414.28,5.0,0.08,11105.69,39
VTA0027313,25/09/2021,9,2021,C03390,Dr. Adán Reyes,Oeste,Ocasional,V035,Estela Haro,Oeste,P0011,iPhone 14,Celulares,9308.95,2.0,0.02,18245.54,43
VTA0027314,03/09/2021,9,2021,C04795,Pascual Federico Lerma Madrigal,Sur,Premium,V006,  Dr. Evelio Murillo  ,Sur,P0103,Lente Canon RF 50mm,Fotografía,14080.24,2.0,0.17,23373.2,31
VTA0027315,2021-09-10,9,2021,C01387,Eloisa Lovato Gollum,Centro,Premium,V048,Ivonne Véliz,Centro,P0094,RAM Corsair 32GB,Gaming,17203.99,2.0,0.04,33031.66,26
VTA0027316,2021-09-26,9,2021,C00885,Iván Valadez Aguilar,Este,Ocacional,V005,Aldo Adán Rodrígez Galarza,Este,P0106,Mochila Lowepro Pro,Fotografía,17059.59,2.0,0.15,29001.3,40
VTA0027317,2021-09-22,9,2021,C00800,Marisol Vanesa Soliz,Norte,Regular,V042,  Srita. Sandra Escamilla  ,Norte,P0104,Flash Godox V1,Fotografía,16880.2,1.0,0.03,16373.79,40
VTA0027318,2021-09-30,9,2021,C01215,Jorge Luis Barrera,Sur,Ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0086,Silla Gamer DXRacer,Gaming,21457.24,4.0,0.14,73812.91,26
VTA0027319,2021-09-08,9,2021,C02286,Magdalena Martha Vásquez,Sur,Ocasional,V024,Bernabé Guerra,Sur,P0108,Batería Canon LP-E6,Fotografía,17274.95,4.0,0.12,60807.82,32
VTA0027320,2021-09-24,9,2021,C04025,Daniela Alta  Gracia Posada Arroyo,Oeste,ocasional,V047,  Estela Bianca Melgar Arias  ,Oeste,P0111,Monitor Portátil 4K,Fotografía,7193.77,1.0,0.03,6977.96,41
VTA0027321,14/09/2021,9,2021,C02183,Srita. Salma Dueñas,Sur,ocasional,V013,Alvaro Gaona Ocasio,Sur,P0025,Razer Blade 15,Laptops,31414.79,2.0,0.04,60316.4,44
VTA0027322,2021-09-16,9,2021,C01403,Mariana Guillermina Ybarra,Este,Premium,V011,Clara Loera,Este,P0065,iPad Pro M2 12.9,Tablets,8163.47,1.0,0.1,7347.12,21
VTA0027323,06/09/2021,9,2021,C01582,Alma Esquibel,Sur,Ocasional,V013,Alvaro Gaona Ocasio,Sur,P0108,Batería Canon LP-E6,Fotografía,15836.4,2.0,0.14,-27238.61,32
VTA0027324,2021-09-12,9,2021,C01266,Marco Antonio Luis Carrasco Martínez,Centro,Ocasional,V048,Ivonne Véliz,Centro,P0065,iPad Pro M2 12.9,Tablets,7105.62,2.0,0.15,12079.55,21
VTA0027325,2021-09-03,9,2021,C00641,Dalia Sepúlveda,Centro,Regular,V048,Ivonne Véliz,Centro,P0078,Chuwi HiPad X,Tablets,13250.77,1.0,0.18,10865.63,20
VTA0027326,2021-09-09,9,2021,C00346,Ing. Pablo Pichardo,Oeste,Premium,V022,Bernardo Lemus Caballero,Oeste,P0048,Skullcandy Crusher,Audio,3840.97,4.0,0.05,14595.69,44
VTA0027327,2021-09-09,9,2021,C02847,Mayte Ávalos,Norte,REGULAR,V026,Ing. Elias Valdivia,Oeste,P0051,Funda iPhone 15 Pro,Accesorios,1247.01,4.0,0.1,4489.24,40
VTA0027328,04/09/2021,9,2021,C03456,Ivonne Yuridia Franco Briones,Sur,Ocacional,V008,Irene Franco,Sur,P0058,Mochila Techpack 30L,Accesorios,817.34,2.0,0.05,1552.95,23
VTA0027329,2021-09-28,9,2021,C01699,Delia Florencia Lucio Pizarro,Sur,Premium,V018,Lic. Gilberto Castellanos,Sur,P0052,Protector Pantalla S24,Accesorios,1077.34,4.0,0.03,4180.08,31
VTA0027330,2021-09-05,9,2021,C00451,Sr. Gilberto Munguía,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0034,AirPods Pro 2,Audio,1193.43,4.0,0.05,4535.03,27
