id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0148819,2024-06-25,6,2024,C02709,Cecilia Díaz Perales,Centro,Regular,V020,Dr. Arturo Angulo,Sur,P0096,Cooling Noctua NH-D15,Gaming,9282.74,,0.06,43628.88,41
VTA0148820,2024-06-15,6,2024,C02308,Esperanza Coronado Barajas,Este,Premium,V029,Francisco Ballesteros,Norte,P0127,Router WiFi 6 Mesh,celulares,5279.86,2.0,0.11,9398.15,44
VTA0148821,2024-06-05,6,2024,C03028,Karina Jasso,Sur,Regular,V020,Dr. Arturo Angulo,Sur,P0105,Tripié Joby GorillaPod,Fotografía,10655.41,5.0,0.18,43687.18,41
VTA0148822,2024-06-16,6,2024,C02863,Carla Castellanos,Centro,Premium,V033,Jaime Gamez Maldonado,Centro,P0007,Realme GT5,Celulares,16985.19,3.0,0.19,41274.01,39
VTA0148823,09/06/2024,6,2024,C03386,Salma Yeni Cadena,Oeste,ocasional,V035,Estela Haro,Oeste,P0120,Timbre Ring Video Pro,Hogar Inteligente,8012.35,1.0,0.1,7211.12,21
VTA0148824,2024-06-14,6,2024,C00845,Salvador Aguilar,Centro,Premium,V031,  Bernabé César Salazar  ,Centro,P0100,Fujifilm X-T5,Fotografía,16867.14,5.0,0.02,82648.99,42
VTA0148825,2024-06-05,6,2024,C00949,Abelardo Díaz Jasso,Sur,Ocasional,V025,Manuel Gerónimo Armas,Sur,P0111,Monitor Portátil 4K,Fotografía,6091.22,3.0,0.14,15715.35,41
VTA0148826,2024-06-18,6,2024,C03478,Francisco Pabón,Norte,Regular,V002,Nelly Marrero Ortiz,Norte,P0074,iPad Mini 6,Tablets,18503.35,1.0,0.04,17763.22,31
VTA0148827,06/06/2024,6,2024,C01301,Lic. Porfirio Gastélum,Centro,Regular,V033,Jaime Gamez Maldonado,Centro,P0047,Bose SoundLink,Audio,3779.21,1.0,0.16,3174.54,44
VTA0148828,2024-06-07,6,2024,C04313,Srita. Leonor Valles,Centro,Regular,V037,Victoria Caridad Concepción,Centro,P0054,Mouse Logitech MX Master,Accesorios,1437.96,1.0,0.07,1337.3,25
VTA0148829,2024-06-17,6,2024,C00688,Perla Cuellar,Norte,ocasional,V004,Aurora Zelaya,Norte,P0013,Xiaomi Redmi Note 13,hogar inteligente,13155.77,2.0,0.02,-25785.31,30
VTA0148830,2024-06-03,6,2024,C00300,Jaqueline Rosado Orellana,Oeste,Regular,V050,José María Gustavo Beltrán,Oeste,P0082,Xbox Series X,Gaming,10558.33,1.0,0.06,9924.83,30
VTA0148831,2024-06-03,6,2024,C00086,Claudia Esmeralda Melgar Reyes,Oeste,Premium,V030,Gustavo Camilo Ochoa Gamboa,Oeste,P0023,Microsoft Surface Pro 9,Laptops,32957.63,1.0,0.14,28343.56,27
VTA0148832,2024-06-24,6,2024,C02704,Lourdes Reina Barreto,Este,ocasional,V049,Ing. María Teresa Bétancourt,Este,P0117,Cámara Nest Doorbell,Hogar Inteligente,11001.86,1.0,0.1,9901.67,34
VTA0148833,2024-06-28,6,2024,C02257,Jorge Luis Wilfrido Mendoza Montemayor,Sur,Ocasional,V024,Bernabé Guerra,Sur,P0035,Bose QC45,Audio,2896.67,4.0,0.16,9732.81,19
VTA0148834,2024-06-19,6,2024,C02007,Georgina Reyes,Norte,Ocasional,V016,Octavio Mario Rincón Marín,Norte,P0008,OPPO Find X7,gaming,20433.28,3.0,0.02,60073.84,26
VTA0148835,2024-06-21,6,2024,C04812,René Fernando Espino,Oeste,Premium,V038,Violeta Itzel Benavídez,Oeste,P0080,Honor Pad 8,Tablets,9216.07,2.0,0.07,17141.89,19
VTA0148836,15/06/2024,6,2024,C02410,Dra. Araceli Guillen,Oeste,Premium,V035,Estela Haro,Oeste,P0001,iPhone 15 Pro,Celulares,19073.98,4.0,0.01,75532.96,37
VTA0148837,2024-06-08,6,2024,C03872,Dra. Aldonza Lucero,Centro,Ocacional,V003,Jacinto Rivero Valladares,Centro,P0005,OnePlus 12,Celulares,5523.05,2.0,0.2,8836.88,40
VTA0148838,2024-06-24,6,2024,C02862,Lic. Genaro Rosario,Centro,Ocasional,V031,  Bernabé César Salazar  ,Centro,P0067,iPad Air M1,Tablets,16817.13,3.0,0.14,43388.2,39
VTA0148839,2024-06-29,6,2024,C01674,Karina Cristal Pedroza Arce,Centro,premiun,V048,Ivonne Véliz,Centro,P0055,Teclado Keychron K2,Accesorios,1505.94,1.0,0.11,1340.29,28
VTA0148840,2024-06-08,6,2024,C02637,Teresa Cordero Lebrón,Sur,Ocasional,V047,  Estela Bianca Melgar Arias  ,Oeste,P0075,Samsung Galaxy Tab A9,Tablets,18910.66,2.0,0.01,-37443.11,35
VTA0148841,2024-06-28,6,2024,C04659,Fernando Abraham Escamilla Granado,Norte,Regular,V038,Violeta Itzel Benavídez,Oeste,P0061,Batería Portátil 20000,Accesorios,1658.84,3.0,0.06,4677.93,32
VTA0148842,2024-06-22,6,2024,C00631,Joaquín Quintana,Este,Premium,V010,Sra. Guadalupe Llamas,Este,P0037,JBL Charge 5,Audio,7904.17,2.0,0.16,13279.01,21
VTA0148843,2024-06-10,6,2024,C00085,Srita. Isabel Mora,Centro,Premium,V031,  Bernabé César Salazar  ,Centro,P0021,ASUS ROG Zephyrus,Laptops,13529.27,2.0,0.18,22188.0,36
VTA0148844,2024-06-28,6,2024,C00013,  Irma Cecilia Rosales Guzmán  ,Centro,Premium,V033,Jaime Gamez Maldonado,Centro,P0049,Cargador MagSafe 30W,Accesorios,866.97,5.0,0.01,4291.5,37
VTA0148845,2024-06-14,6,2024,C01506,  Eva Esquivel  ,Centro,Premium,V037,Victoria Caridad Concepción,Centro,P0014,Motorola G84,celulares,5662.05,2.0,0.03,10984.38,20
