id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0155433,2024-08-02,8,2024,C01641,Guadalupe Rascón,Centro,Regular,V041,Srita. Nadia Casas,Centro,P0064,Limpiador Pantallas Kit,Accesorios,1306.76,3.0,0.17,3253.83,44
VTA0155434,2024-08-24,8,2024,C04979,,Oeste,REGULAR,V021,  Cristal Valdés Maya  ,Sur,P0047,Bose SoundLink,Audio,4229.92,5.0,0.12,18611.65,44
VTA0155435,2024-08-13,8,2024,C01078,Miguel Ángel Lebrón,Centro,Ocasional,V027,Claudio Andrés Gómez Sosa,Sur,P0092,Micrófono Blue Yeti,Gaming,12142.56,4.0,0.2,38856.19,47
VTA0155436,2024-08-15,8,2024,C04424,Susana Gonzales,Centro,Regular,V048,Ivonne Véliz,Centro,P0078,Chuwi HiPad X,Tablets,14319.39,3.0,0.16,36084.86,20
VTA0155437,2024-08-21,8,2024,C01988,Elvira Olivárez,Centro,Premium,V033,Jaime Gamez Maldonado,Centro,P0023,Microsoft Surface Pro 9,celulares,35716.85,5.0,0.13,155368.3,27
VTA0155438,08/08/2024,8,2024,C04520,Lic. Gabino Maya,Este,Ocasional,V002,Nelly Marrero Ortiz,Norte,P0097,Canon EOS R6 Mark II,Fotografía,31978.45,2.0,0.08,58840.35,38
VTA0155439,2024-08-28,8,2024,C03453,Alonso Leyva,Sur,Ocasional,V012,Rubén Marco Antonio Orta Ramos,Sur,P0096,Cooling Noctua NH-D15,Gaming,10486.83,4.0,0.02,41108.37,41
VTA0155440,2024-08-13,8,2024,C00598,Martín Naranjo Tapia,Norte,premiun,V028,Sofía Delia Gurule Cantú,Centro,P0118,Termostato Nest 3,Hogar Inteligente,1587.02,4.0,0.09,5776.75,30
VTA0155441,2024-08-09,8,2024,C04311,  Camila Velázquez Rivero  ,Centro,Ocasional,V048,Ivonne Véliz,Centro,P0110,Reflector 5en1 80cm,Fotografía,15313.77,5.0,0.03,74271.78,26
VTA0155442,2024-08-27,8,2024,C04626,Óliver Felipe Espinal Polanco,Norte,Premium,V015,Joaquín Benavides Meza,Norte,P0100,Fujifilm X-T5,Fotografía,16511.13,2.0,0.08,30380.48,42
VTA0155443,2024-08-05,8,2024,C00174,Asunción Indira Zúñiga Cortés,Oeste,Regular,V024,Bernabé Guerra,Sur,P0061,Batería Portátil 20000,Accesorios,1750.32,5.0,0.12,7701.41,32
VTA0155444,2024-08-25,8,2024,C00331,Víctor Augusto Gil Cervantes,Sur,Premium,V034,Rufino Rivera,Sur,P0046,JBL Flip 6,Audio,2477.52,3.0,0.05,7060.93,40
VTA0155445,2024-08-20,8,2024,C02416,Emiliano Casárez Bonilla,Centro,Regular,V016,Octavio Mario Rincón Marín,Norte,P0029,HP Pavilion 15,Laptops,9265.05,5.0,0.13,40302.97,24
VTA0155446,2024-08-23,8,2024,C02782,Arturo Esteban Castillo,Norte,Premium,V004,Aurora Zelaya,Norte,P0096,Cooling Noctua NH-D15,Gaming,10867.65,4.0,0.17,36080.6,41
VTA0155447,30/08/2024,8,2024,C00624,Óscar Jacinto Negrón Henríquez,Norte,Ocasional,V029,Francisco Ballesteros,Norte,P0068,Lenovo Tab P12, Accesorios,14631.94,5.0,0.17,60722.55,21
VTA0155448,2024-08-10,8,2024,C04738,Magdalena Lourdes Leyva Crespo,Centro,Ocasional,V041,Srita. Nadia Casas,Centro,P0057,Soporte Laptop Adjustable,Accesorios,554.36,1.0,0.03,537.73,39
VTA0155449,2024-08-16,8,2024,C02835,Jaqueline Ariadna Franco Jurado,Oeste,Ocasional,V012,Rubén Marco Antonio Orta Ramos,Sur,P0038,Beats Studio Pro,Audio,2206.99,5.0,0.02,10814.25,39
VTA0155450,20/08/2024,8,2024,C00396,Ernesto Cotto,Este,Premium,V032,Nelly Barela Cardenas,Este,P0031,Acer Aspire 7,Laptops,8378.28,1.0,0.06,-7875.58,38
VTA0155451,30/08/2024,8,2024,C00982,Dolores Vera Briones,Centro,Ocasional,V048,Ivonne Véliz,Centro,P0052,Protector Pantalla S24,Accesorios,1183.89,1.0,0.08,1089.18,31
VTA0155452,2024-08-31,8,2024,C03388,Lic. Camila Vigil,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0034,AirPods Pro 2,Audio,1252.78,1.0,0.18,1027.28,27
VTA0155453,2024-08-08,8,2024,C03989,Julio César Homero Robledo Chacón,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0092,Micrófono Blue Yeti,Gaming,13184.68,5.0,0.17,54716.42,47
VTA0155454,2024-08-18,8,2024,C02582,Ana Nadia Sotelo León,Oeste,Ocasional,V038,Violeta Itzel Benavídez,Oeste,P0057,Soporte Laptop Adjustable,Accesorios,549.85,2.0,0.2,879.76,39
VTA0155455,08/08/2024,8,2024,C01377,Lic. Noelia Esquibel,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0059,Audífonos USB-C,Accesorios,1394.3,5.0,0.19,5646.92,43
VTA0155456,2024-08-10,8,2024,C03796,Mariano Francisco Macías Pedraza,Oeste,Ocasional,V035,Estela Haro,Oeste,P0039,Sennheiser HD 450,Audio,992.26,4.0,0.12,3492.76,24
VTA0155457,2024-08-31,8,2024,C02113,  Ivonne María Elena del Valle  ,Norte,Regular,V015,Joaquín Benavides Meza,Norte,P0037,JBL Charge 5,Audio,6915.19,3.0,0.09,18878.47,21
VTA0155458,01/08/2024,8,2024,C02475,Sr. Ángel Bañuelos,Centro,Regular,V028,Sofía Delia Gurule Cantú,Centro,P0120,Timbre Ring Video Pro,Hogar Inteligente,8229.14,2.0,0.1,14812.45,21
VTA0155459,2024-08-30,8,2024,C02127,  Marisela Cynthia Centeno  ,Sur,Premium,V027,Claudio Andrés Gómez Sosa,Sur,P0067,iPad Air M1,Tablets,15464.4,2.0,0.01,30619.51,39
VTA0155460,29/08/2024,8,2024,C04039,Isabel Carrillo Arenas,Este,REGULAR,V011,Clara Loera,Este,P0054,Mouse Logitech MX Master,Accesorios,1447.65,1.0,0.16,1216.03,25
VTA0155461,2024-08-31,8,2024,C01329,Carlota Leonor Cuellar,Norte,Ocasional,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0122,Aspiradora Dyson V15,Hogar Inteligente,2894.46,5.0,0.1,13025.07,28
VTA0155462,2024-08-19,8,2024,C01686,Norma Marisol Nieto Maldonado,Sur,Regular,V023,Fidel Negrete Domínguez,Sur,P0011,iPhone 14,Celulares,9195.69,1.0,0.04,8827.86,43
VTA0155463,2024-08-12,8,2024,C03957,Dr. Eugenio Paz,Oeste,Regular,V030,Gustavo Camilo Ochoa Gamboa,Oeste,P0077,Blackview Tab 16,Tablets,10826.9,5.0,0.05,51427.77,21
VTA0155464,2024-08-23,8,2024,C00030,Marcela Eugenia Chávez Jaimes,Oeste,Ocasional,V007,Conchita Leticia Gastélum Corral,Oeste,P0068,Lenovo Tab P12,Tablets,13679.69,2.0,0.17,22708.29,21
VTA0155465,2024-08-01,8,2024,C04810,Ana Regalado,Oeste,Regular,V035,Estela Haro,Oeste,P0074,iPad Mini 6,Tablets,17120.88,1.0,0.01,16949.67,31
VTA0155466,2024-08-04,8,2024,C03551,César Colón Apodaca,Sur,Premium,V034,Rufino Rivera,Sur,P0066,Samsung Galaxy Tab S9,Tablets,12446.37,1.0,0.14,10703.88,24
VTA0155467,2024-08-17,8,2024,C03335,Mayte Carlota Centeno Hinojosa,Oeste,Premium,V034,Rufino Rivera,Sur,P0092,Micrófono Blue Yeti,gaming,13012.42,1.0,0.04,12491.92,47
