id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0019645,2021-07-08,7,2021,C01150,  Jaime Salvador Dueñas Arroyo  ,Norte,Ocacional,V045,Marisela Vanesa Chapa Aranda,Norte,P0062,Reloj Smartwatch Band,Accesorios,1355.0,1.0,0.07,1260.15,38
VTA0019646,2021-07-26,7,2021,C03092,Karina Llamas,Centro,Ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0067,iPad Air M1,Tablets,16628.35,2.0,0.02,32591.57,39
VTA0019647,2021-07-02,7,2021,C04163,Lourdes Fuentes Arias,Sur,Ocasional,V036,  Dr. Ignacio Aparicio  ,Sur,P0123,Cerradura Yale Smart,fotografia,9019.38,5.0,0.13,39234.3,29
VTA0019648,2021-07-28,7,2021,C00394,Soledad Aguilar Valverde,Oeste,Ocasional,V038,Violeta Itzel Benavídez,Oeste,P0120,Timbre Ring Video Pro, Accesorios,7370.58,1.0,0.01,7296.87,21
VTA0019649,2021-07-18,7,2021,C03839,Amelia Nayeli Tijerina Fajardo,Oeste,Regular,V026,Ing. Elias Valdivia,Oeste,P0001,iPhone 15 Pro,Celulares,21250.16,5.0,0.2,85000.64,37
VTA0019650,2021-07-31,7,2021,C01008,Sergio Teodoro Soria,Norte,Ocacional,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0086,Silla Gamer DXRacer,Gaming,21967.44,5.0,0.04,105443.71,26
VTA0019651,2021-07-07,7,2021,C01830,Fernando Vicente Sevilla,Este,ocasional,V032,Nelly Barela Cardenas,Este,P0050,Cable USB-C 2m,Accesorios,1601.46,3.0,0.08,4420.03,32
VTA0019652,2021-07-15,7,2021,C03719,Srita. Zoé Cordero,Norte,Regular,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0118,Termostato Nest 3,Hogar Inteligente,1486.3,3.0,0.17,3700.89,30
VTA0019653,2021-07-05,7,2021,C03096,Sra. Pamela Ozuna,Sur,Premium,V012,Rubén Marco Antonio Orta Ramos,Sur,P0044,Anker Q45,Audio,7208.65,2.0,0.03,13984.78,23
VTA0019654,2021-07-05,7,2021,C02227,Sr. Mateo Barragán,Este,Ocasional,V032,Nelly Barela Cardenas,Este,P0124,Sensor Movimiento Aqara,Hogar Inteligente,7111.75,2.0,0.15,12089.98,35
VTA0019655,2021-07-30,7,2021,C03182,Miriam Camila Pabón Rodrígez,Centro,Ocasional,V032,Nelly Barela Cardenas,Este,P0099,Nikon Z6 III,Fotografía,29772.28,2.0,0.13,51803.77,21
VTA0019656,23/07/2021,7,2021,C01811,,Norte,Ocasional,V009,Amanda María José Bravo,Norte,P0125,TV Samsung QLED 55,Hogar Inteligente,2390.86,5.0,0.1,10758.87,20
VTA0019657,2021-07-12,7,2021,C03936,Luz Amaya Véliz,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0032,ASUS VivoBook 16,Laptops,11022.93,4.0,0.09,40123.47,38
VTA0019658,2021-07-30,7,2021,C01838,René Pablo Caldera Escobar,Oeste,Regular,V040,Karla Silvia Mireles Patiño,Oeste,P0018,Dell XPS 15,Laptops,41548.76,5.0,0.1,186969.42,40
VTA0019659,2021-07-29,7,2021,C01069,Sr. Pablo Muñoz,Sur,Premium,V021,  Cristal Valdés Maya  ,Sur,P0127,Router WiFi 6 Mesh,Hogar Inteligente,5518.84,3.0,0.14,14238.61,44
VTA0019660,2021-07-25,7,2021,C04757,Aldo Gerardo Peres Carvajal,Este,Ocacional,V049,Ing. María Teresa Bétancourt,Este,P0025,Razer Blade 15,Laptops,25848.09,3.0,0.01,76768.83,44
VTA0019661,2021-07-08,7,2021,C03142,  Bernabé Quiñónez Collazo  ,Centro,Ocasional,V033,Jaime Gamez Maldonado,Centro,P0054,Mouse Logitech MX Master,Accesorios,1394.78,1.0,0.05,1325.04,25
VTA0019662,2021-07-20,7,2021,C01523,Sonia Marisol Arce Cabán,Sur,Premium,V027,Claudio Andrés Gómez Sosa,Sur,P0008,OPPO Find X7,Celulares,21240.77,2.0,0.19,34410.05,26
VTA0019663,2021-07-31,7,2021,C03352,Débora Catalina Ruelas Reyna,Centro,Regular,V017,Abraham Apodaca Colunga,Centro,P0054,Mouse Logitech MX Master,Accesorios,1291.79,4.0,0.07,4805.46,25
VTA0019664,2021-07-23,7,2021,C00904,Srita. Rosa Juárez,Centro,Premium,V048,Ivonne Véliz,Centro,P0033,Sony WH-1000XM5,Audio,7216.84,3.0,0.19,17536.92,25
VTA0019665,2021-07-26,7,2021,C02945,Frida Alba Aragón,Centro,Ocasional,V033,Jaime Gamez Maldonado,Centro,P0016,Tecno Spark 20, Accesorios,14065.71,4.0,0.2,45010.27,20
VTA0019666,2021-07-15,7,2021,C00093,Aurelio Longoria,Centro,Ocasional,V003,Jacinto Rivero Valladares,Centro,P0116,Foco Philips Hue,Hogar Inteligente,4544.61,5.0,0.12,19996.28,44
VTA0019667,2021-07-03,7,2021,C00012,Rafaél Darío Saiz Rosado,Sur,Regular,V024,Bernabé Guerra,Sur,P0088,Teclado Razer Huntsman,Gaming,21121.54,1.0,0.12,-18586.96,44
VTA0019668,2021-07-30,7,2021,C01973,Sra. Conchita Barrientos,Sur,REGULAR,V012,Rubén Marco Antonio Orta Ramos,Sur,P0052,Protector Pantalla S24,Accesorios,1186.14,2.0,0.16,1992.72,31
VTA0019669,29/07/2021,7,2021,C04230,  Dra. Zoé Griego  ,Este,Premium,V032,Nelly Barela Cardenas,Este,P0056,Webcam Logitech C920,Accesorios,1761.45,3.0,0.18,4333.17,43
VTA0019670,2021-07-22,7,2021,C02980,Gerónimo Ceballos,Oeste,Premium,V038,Violeta Itzel Benavídez,Oeste,P0061,Batería Portátil 20000,Accesorios,1754.88,3.0,0.03,5106.7,32
VTA0019671,2021-07-12,7,2021,C01975,Dr. José Manuél González,Centro,REGULAR,V032,Nelly Barela Cardenas,Este,P0005,OnePlus 12,Celulares,5588.12,4.0,0.16,18776.08,40
VTA0019672,2021-07-23,7,2021,C03165,Martín Bueno,Oeste,Regular,V007,Conchita Leticia Gastélum Corral,Oeste,P0071,ASUS Zenpad 3S,Tablets,12730.37,1.0,0.16,10693.51,20
VTA0019673,2021-07-05,7,2021,C01402,  Lic. Ramón Vega  ,Norte,Regular,V004,Aurora Zelaya,Norte,P0069,Xiaomi Pad 6 Pro,LAPTOPS,5427.85,5.0,0.16,22796.97,37
