id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0046475,2022-02-26,2,2022,C02230,Dr. Amador Domínguez,Este,premiun,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0072,Huawei MatePad Pro,Tablets,20095.32,3.0,0.02,59080.24,43
VTA0046476,2022-02-08,2,2022,C03138,Dr. Cornelio Baeza,Sur,ocasional,V034,Rufino Rivera,Sur,P0068,Lenovo Tab P12,Tablets,13865.47,3.0,0.08,-38268.7,21
VTA0046477,2022-02-09,2,2022,C03677,Augusto Santiago Cervántez,Oeste,ocasional,V026,Ing. Elias Valdivia,Oeste,P0085,Monitor LG 27GP950,Gaming,19540.87,1.0,0.05,18563.83,43
VTA0046478,2022-02-20,2,2022,C04758,Dra. Claudia Holguín,Centro,Premium,V038,Violeta Itzel Benavídez,Oeste,P0106,Mochila Lowepro Pro,Fotografía,16258.39,4.0,0.08,59830.88,40
VTA0046479,05/02/2022,2,2022,C00596,Irma Fabiola Vallejo,Este,Premium,V043,Homero Esquivel,Norte,P0008,OPPO Find X7,Celulares,21949.09,3.0,0.12,57945.6,26
VTA0046480,2022-02-10,2,2022,C00598,Martín Naranjo Tapia,Norte,premiun,V002,Nelly Marrero Ortiz,Norte,P0008,OPPO Find X7,Celulares,20648.55,1.0,0.06,19409.64,26
VTA0046481,2022-02-01,2,2022,C04200,Daniel Cornelio Rojo Arias,Oeste,Regular,V035,Estela Haro,Oeste,P0048,Skullcandy Crusher,Audio,3432.05,5.0,0.13,14929.42,44
VTA0046482,2022-02-27,2,2022,C00578,Enrique Daniel Ochoa Castro,Este,Ocasional,V005,Aldo Adán Rodrígez Galarza,Este,P0039,Sennheiser HD 450,Audio,1051.37,,0.01,5204.28,24
VTA0046483,2022-02-05,2,2022,C00051,Barbara Nava,Este,Ocacional,V010,Sra. Guadalupe Llamas,Este,P0012,Samsung A55,Celulares,18153.1,4.0,0.09,66077.28,36
VTA0046484,05/02/2022,2,2022,C02650,Eric Ortega,Centro,Ocasional,V017,Abraham Apodaca Colunga,Centro,P0018,Dell XPS 15,Laptops,41073.45,3.0,0.12,108433.91,40
VTA0046485,2022-02-25,2,2022,C00792,Josefina Llamas,Centro,Premiun,V016,Octavio Mario Rincón Marín,Norte,P0119,Enchufe Inteligente TP,Hogar Inteligente,4591.87,2.0,0.16,7714.34,27
