id_venta,fecha,mes,anio,id_cliente,nombre_cliente,zona_cliente,segmento_cliente,id_vendedor,nombre_vendedor,zona_vendedor,id_producto,nombre_producto,categoria,precio_unitario,cantidad,descuento,monto_total,stock_minimo
VTA0038759,2021-12-13,12,2021,C02689,Lic. Mercedes Figueroa,Norte,Premiun,V002,Nelly Marrero Ortiz,Norte,P0098,Sony Alpha 7 IV,Fotografía,20612.45,,0.17,34216.67,34
VTA0038760,10/12/2021,12,2021,C00940,Hugo Yáñez,Este,Premium,V010,Sra. Guadalupe Llamas,Este,P0044,Anker Q45,Audio,6906.19,4.0,0.13,24033.54,23
VTA0038761,2021-12-24,12,2021,C02087,Federico David Báez,Norte,Regular,V002,Nelly Marrero Ortiz,Norte,P0040,Jabra Elite 85h,gaming,3150.99,4.0,0.16,10587.33,38
VTA0038762,2021-12-18,12,2021,C03854,Esteban Fernando Serrato Lucio,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0016,Tecno Spark 20,Celulares,15102.37,2.0,0.08,-27788.36,20
VTA0038763,2021-12-22,12,2021,C03723,Francisco Solorzano,Norte,Premium,V045,Marisela Vanesa Chapa Aranda,Norte,P0025,Razer Blade 15,Laptops,30794.17,3.0,0.02,90534.86,44
VTA0038764,2021-12-17,12,2021,C02445,Zacarías Ulloa Rosales,Centro,Premiun,V048,Ivonne Véliz,Centro,P0017,MacBook Pro M3,Laptops,12680.75,3.0,0.0,38042.25,43
VTA0038765,2021-12-16,12,2021,C00650,Adalberto Verduzco Acuña,Centro,Ocasional,V042,  Srita. Sandra Escamilla  ,Norte,P0126,Proyector BenQ 4K,Hogar Inteligente,8069.95,1.0,0.07,7505.05,35
VTA0038766,31/12/2021,12,2021,C01581,Sr. Eugenio Malave,Oeste,Premium,V038,Violeta Itzel Benavídez,Oeste,P0061,Batería Portátil 20000,Accesorios,1902.12,5.0,0.15,8084.01,32
VTA0038767,2021-12-27,12,2021,C02359,Ing. Jos Mateo,Oeste,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0030,Lenovo IdeaPad 5,Laptops,38603.48,1.0,0.03,37445.38,21
VTA0038768,2021-12-25,12,2021,C01118,Emiliano Almaraz,Oeste,Premium,V047,  Estela Bianca Melgar Arias  ,Oeste,P0093,GPU RTX 4070 Ti,Gaming,27535.24,3.0,0.18,67736.69,29
VTA0038769,2021-12-22,12,2021,C01268,Diego Campos,Norte,Ocasional,V027,Claudio Andrés Gómez Sosa,Sur,P0126,Proyector BenQ 4K,Hogar Inteligente,7542.64,5.0,0.04,36204.67,35
VTA0038770,2021-12-07,12,2021,C03046,Emilio Lorenzo Beltrán,Oeste,Ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0015,Nokia G42,Celulares,20938.56,4.0,0.14,72028.65,26
VTA0038771,2021-12-22,12,2021,C00832,Gregorio Humberto Romero,Sur,Regular,V023,Fidel Negrete Domínguez,Sur,P0099,Nikon Z6 III,Fotografía,26762.9,3.0,0.1,72259.83,21
VTA0038772,2021-12-18,12,2021,C04352,Ing. Guillermo Adame,Centro,Premium,V043,Homero Esquivel,Norte,P0006,Motorola Edge 50,Celulares,7995.07,3.0,0.01,23745.36,32
VTA0038773,2021-12-11,12,2021,C03989,Julio César Homero Robledo Chacón,Este,Ocasional,V044,Julia Esther Solorio,Centro,P0112,Estabilizador DJI OM6,Fotografía,14875.63,3.0,0.1,40164.2,33
VTA0038774,10/12/2021,12,2021,C03215,Jos Ojeda,Centro,Ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0127,Router WiFi 6 Mesh,tablets,4824.12,4.0,0.0,19296.48,44
VTA0038775,2021-12-14,12,2021,C04582,Aurelio Mario Adame Mayorga,Norte,Ocasional,V015,Joaquín Benavides Meza,Norte,P0076,TCL Tab 10,Tablets,17028.52,3.0,0.02,50063.85,24
VTA0038776,2021-12-26,12,2021,C02778,  Reina Alonzo Saldaña  ,Sur,Premium,V011,Clara Loera,Este,P0031,Acer Aspire 7,Laptops,8397.88,4.0,0.19,27209.13,38
VTA0038777,2021-12-24,12,2021,C04011,  Linda Eva Tórrez  ,Norte,Ocasional,V048,Ivonne Véliz,Centro,P0045,Marshall Emberton III,Audio,7254.51,5.0,0.01,35909.82,22
VTA0038778,2021-12-23,12,2021,C00832,Gregorio Humberto Romero,Sur,Regular,V027,Claudio Andrés Gómez Sosa,Sur,P0045,Marshall Emberton III,Audio,7585.68,5.0,0.1,34135.56,22
VTA0038779,16/12/2021,12,2021,C01649,Rodrigo Saiz Paz,Norte,Premium,V004,Aurora Zelaya,Norte,P0116,Foco Philips Hue,Hogar Inteligente,3900.96,1.0,0.18,3198.79,44
VTA0038780,2021-12-29,12,2021,C01983,Juan Uribe,Oeste,Ocasional,V015,Joaquín Benavides Meza,Norte,P0071,ASUS Zenpad 3S,Tablets,14431.1,4.0,0.07,53683.69,20
VTA0038781,2021-12-06,12,2021,C02967,Armando Clemente Cordero Arellano,Norte,Premium,V015,Joaquín Benavides Meza,Norte,P0007,Realme GT5,Celulares,17860.58,4.0,0.17,59297.13,39
VTA0038782,2021-12-20,12,2021,C01593,Rosa Sandra Ponce Sánchez,Sur,Regular,V008,Irene Franco,Sur,P0029,HP Pavilion 15,Laptops,9874.12,5.0,0.18,40483.89,24
VTA0038783,2021-12-17,12,2021,C00057,,Norte,Regular,V002,Nelly Marrero Ortiz,Norte,P0104,Flash Godox V1,celulares,15095.02,2.0,0.12,26567.24,40
VTA0038784,2021-12-02,12,2021,C02444,Daniel Cabán,Centro,REGULAR,V028,Sofía Delia Gurule Cantú,Centro,P0053,Hub USB-C 7en1,Accesorios,470.27,,0.07,1312.05,20
VTA0038785,2021-12-21,12,2021,C01612,Sr. Zeferino Ramón,Este,Ocasional,V010,Sra. Guadalupe Llamas,Este,P0031,Acer Aspire 7,Laptops,9226.04,2.0,0.05,17529.48,38
VTA0038786,2021-12-25,12,2021,C04622,Lorena Pichardo,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0086,Silla Gamer DXRacer,Gaming,20653.49,,0.16,52046.79,26
VTA0038787,2021-12-30,12,2021,C02184,Lic. Nicolás Lomeli,Centro,ocasional,V044,Julia Esther Solorio,Centro,P0118,Termostato Nest 3,Hogar Inteligente,1374.19,4.0,0.04,5276.89,30
VTA0038788,2021-12-24,12,2021,C02445,Zacarías Ulloa Rosales,Centro,REGULAR,V003,Jacinto Rivero Valladares,Centro,P0010,Huawei Pura 70,Celulares,10657.72,1.0,0.1,9591.95,27
VTA0038789,2021-12-23,12,2021,C04069,Lic. Flavio Franco,Centro,Premium,V048,Ivonne Véliz,Centro,P0092,Micrófono Blue Yeti,Gaming,14272.01,2.0,0.01,28258.58,47
VTA0038790,2021-12-12,12,2021,C04495,Irene Esperanza Valle Limón,Sur,Premium,V036,  Dr. Ignacio Aparicio  ,Sur,P0007,Realme GT5,LAPTOPS,16744.4,1.0,0.13,14567.63,39
VTA0038791,2021-12-27,12,2021,C04815,Rafaél García,Oeste,Ocasional,V015,Joaquín Benavides Meza,Norte,P0094,RAM Corsair 32GB,Gaming,19252.52,5.0,0.04,92412.1,26
VTA0038792,2021-12-17,12,2021,C04712,Emilia Karla Rosales,Norte,Premium,V043,Homero Esquivel,Norte,P0088,Teclado Razer Huntsman,tablets,22743.72,4.0,0.11,80967.64,44
VTA0038793,2021-12-18,12,2021,C03120,Esmeralda Laboy Avilés,Sur,Ocasional,V021,  Cristal Valdés Maya  ,Sur,P0035,Bose QC45,Audio,2729.12,2.0,0.12,4803.25,19
VTA0038794,19/12/2021,12,2021,C04468,Dr. Raúl Ávalos,Oeste,Regular,V039,Sr. Modesto Guillen,Oeste,P0019,HP Spectre x360,celulares,38246.51,1.0,0.15,32509.53,26
VTA0038795,2021-12-21,12,2021,C02490,  Reynaldo Martín Ulloa Prieto  ,Oeste,premiun,V022,Bernardo Lemus Caballero,Oeste,P0115,Apple HomePod Mini,Hogar Inteligente,7347.73,3.0,0.15,18736.71,46
VTA0038796,2021-12-10,12,2021,C02605,Alberto Rolando Valdés,Centro,Premium,V033,Jaime Gamez Maldonado,Centro,P0007,Realme GT5,Celulares,16807.03,5.0,0.0,84035.15,39
VTA0038797,2021-12-04,12,2021,C02488,Raúl Godoy Mateo,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0032,ASUS VivoBook 16,Laptops,10406.4,4.0,0.02,40793.09,38
VTA0038798,28/12/2021,12,2021,C01806,Sr. Pascual Téllez,Norte,REGULAR,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0043,Sony WF-1000XM5,Audio,4616.68,1.0,0.08,4247.35,25
VTA0038799,07/12/2021,12,2021,C01221,Sofía Alonso Almanza,Sur,Regular,V008,Irene Franco,Sur,P0063,Pad Mouse XL Gaming,hogar inteligente,1872.72,4.0,0.02,7341.06,42
VTA0038800,17/12/2021,12,2021,C00695,Dr. Francisco Melgar,Norte,Ocasional,V016,Octavio Mario Rincón Marín,Norte,P0014,Motorola G84,Celulares,6491.55,2.0,0.1,11684.79,20
VTA0038801,2021-12-12,12,2021,C01251,Eugenia Ochoa,Este,Regular,V032,Nelly Barela Cardenas,Este,P0100,Fujifilm X-T5,Fotografía,15429.66,3.0,0.04,44437.42,42
VTA0038802,2021-12-22,12,2021,C03964,Patricia María del Carmen Aguilera,Este,Premium,V032,Nelly Barela Cardenas,Este,P0121,Roomba j7 Plus,Hogar Inteligente,6904.84,4.0,0.07,25686.0,38
VTA0038803,2021-12-06,12,2021,C04793,Guillermo Maldonado,Sur,Premium,V023,Fidel Negrete Domínguez,Sur,P0051,Funda iPhone 15 Pro,fotografia,1208.85,1.0,0.2,967.08,40
VTA0038804,2021-12-27,12,2021,C01490,  Joaquín Silvano Tejeda  ,Centro,Premium,V031,  Bernabé César Salazar  ,Centro,P0006,Motorola Edge 50,Celulares,7884.72,1.0,0.18,6465.47,32
VTA0038805,2021-12-19,12,2021,C04132,Felipe Ramiro Aguilera del Valle,Norte,Premium,V002,Nelly Marrero Ortiz,Norte,P0052,Protector Pantalla S24,Accesorios,1188.17,2.0,0.09,2162.47,31
VTA0038806,2021-12-24,12,2021,C01723,Ing. Sofía Ávalos,Oeste,REGULAR,V001,Fernando Casares Jimínez,Oeste,P0120,Timbre Ring Video Pro,Hogar Inteligente,7922.83,2.0,0.17,13151.9,21
VTA0038807,2021-12-17,12,2021,C02033,Paola Romero Loya,Norte,Premiun,V016,Octavio Mario Rincón Marín,Norte,P0096,Cooling Noctua NH-D15,Gaming,9865.05,3.0,0.19,23972.07,41
VTA0038808,2021-12-13,12,2021,C04393,  Marisol Cervántez Miramontes  ,Oeste,REGULAR,V022,Bernardo Lemus Caballero,Oeste,P0056,Webcam Logitech C920,Accesorios,1875.76,2.0,0.2,3001.22,43
VTA0038809,2021-12-07,12,2021,C02951,Lic. Gregorio Montero,Este,Regular,V042,  Srita. Sandra Escamilla  ,Norte,P0057,Soporte Laptop Adjustable,Accesorios,483.62,2.0,0.02,947.9,39
VTA0038810,24/12/2021,12,2021,C01941,Gilberto Calderón,Norte,Regular,V028,Sofía Delia Gurule Cantú,Centro,P0001,iPhone 15 Pro,Celulares,20813.13,1.0,0.19,16858.64,37
VTA0038811,04/12/2021,12,2021,C04734,Andrea Cavazos Pabón,Este,Regular,V011,Clara Loera,Este,P0075,Samsung Galaxy Tab A9,Tablets,16872.57,2.0,0.16,28345.92,35
VTA0038812,15/12/2021,12,2021,C00976,Srita. Laura Vela,Este,Ocasional,V012,Rubén Marco Antonio Orta Ramos,Sur,P0064,Limpiador Pantallas Kit,Accesorios,1517.1,1.0,0.12,1335.05,44
VTA0038813,2021-12-24,12,2021,C02780,Mónica Conchita Becerra,Oeste,Ocasional,V014,Ofelia Miriam Negrón,Oeste,P0016,Tecno Spark 20,Celulares,13801.8,3.0,0.17,34366.48,20
VTA0038814,15/12/2021,12,2021,C01592,Margarita Botello Delgado,Oeste,Ocasional,V047,  Estela Bianca Melgar Arias  ,Oeste,P0088,Teclado Razer Huntsman,Gaming,21031.39,1.0,0.08,19348.88,44
VTA0038815,2021-12-09,12,2021,C00737,Sr. Teodoro Vázquez,Este,Ocasional,V010,Sra. Guadalupe Llamas,Este,P0116,Foco Philips Hue,hogar inteligente,4309.24,4.0,0.16,14479.05,44
VTA0038816,2021-12-29,12,2021,C01017,Tomás Gerónimo Guerrero,Este,Premium,V049,Ing. María Teresa Bétancourt,Este,P0034,AirPods Pro 2,audio ,1183.6,2.0,0.15,2012.12,27
VTA0038817,2021-12-20,12,2021,C01687,José Carlos Escobedo Lucio,Centro,Regular,V028,Sofía Delia Gurule Cantú,Centro,P0019,HP Spectre x360,Laptops,40204.27,1.0,0.12,35379.76,26
VTA0038818,2021-12-20,12,2021,C03965,Francisco Javier Evelio Abreu,Norte,Ocacional,V043,Homero Esquivel,Norte,P0056,Webcam Logitech C920,Accesorios,1986.49,5.0,0.04,9535.15,43
VTA0038819,13/12/2021,12,2021,C03749,Amanda Trujillo Olivo,Norte,Regular,V015,Joaquín Benavides Meza,Norte,P0025,Razer Blade 15,Laptops,27339.94,1.0,0.09,24879.35,44
VTA0038820,2021-12-02,12,2021,C01982,  Hugo Carvajal Ortega  ,Centro,Regular,V041,Srita. Nadia Casas,Centro,P0099,Nikon Z6 III,Fotografía,29944.63,1.0,0.01,29645.18,21
VTA0038821,2021-12-20,12,2021,C00503,Ignacio Óliver Venegas,Este,Regular,V005,Aldo Adán Rodrígez Galarza,Este,P0026,MSI Prestige 16,gaming,9607.26,4.0,0.14,33048.97,44
VTA0038822,2021-12-10,12,2021,C03235,  Bernabé Hernádez Gollum  ,Este,Premium,V005,Aldo Adán Rodrígez Galarza,Este,P0047,Bose SoundLink,Audio,4167.34,5.0,0.1,18753.03,44
VTA0038823,21/12/2021,12,2021,C01136,Mauro Córdova Ceja,Norte,premiun,V002,Nelly Marrero Ortiz,Norte,P0074,iPad Mini 6,Tablets,18167.68,3.0,0.2,43602.43,31
VTA0038824,2021-12-20,12,2021,C00720,Victoria Almanza,Este,REGULAR,V005,Aldo Adán Rodrígez Galarza,Este,P0121,Roomba j7 Plus,Hogar Inteligente,6966.56,5.0,0.03,33787.82,38
VTA0038825,2021-12-06,12,2021,C00002,  Ricardo Rafaél Montañez Barraza  ,Oeste,REGULAR,V039,Sr. Modesto Guillen,Oeste,P0087,Headset HyperX Cloud III,gaming,2125.27,,0.08,5865.75,38
VTA0038826,2021-12-14,12,2021,C03953,Isaac Jos Alba Mojica,Oeste,Ocasional,V040,Karla Silvia Mireles Patiño,Oeste,P0086,Silla Gamer DXRacer,hogar inteligente,20884.05,1.0,0.2,16707.24,26
VTA0038827,2021-12-22,12,2021,C04559,Dolores Esperanza Contreras Hinojosa,Centro,Ocasional,V034,Rufino Rivera,Sur,P0042,Audio Technica ATH,gaming,6676.66,3.0,0.0,20029.98,31
VTA0038828,2021-12-08,12,2021,C00926,Carla Alcántar de la Fuente,Sur,Ocasional,V012,Rubén Marco Antonio Orta Ramos,Sur,P0035,Bose QC45,Audio,2409.82,4.0,0.17,8000.6,19
VTA0038829,2021-12-14,12,2021,C02330,Jacinto Peres Covarrubias,Norte,Regular,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0058,Mochila Techpack 30L,Accesorios,901.95,5.0,0.2,3607.8,23
VTA0038830,2021-12-30,12,2021,C03531,Eric Meléndez Riojas,Oeste,Premium,V001,Fernando Casares Jimínez,Oeste,P0070,Amazon Fire HD 10,Tablets,16265.17,1.0,0.13,14150.7,33
VTA0038831,11/12/2021,12,2021,C02163,  Luis Manuel Ramón Soto Guerra  ,Norte,Premiun,V026,Ing. Elias Valdivia,Oeste,P0072,Huawei MatePad Pro,Tablets,17848.07,3.0,0.2,42835.37,43
VTA0038832,2021-12-18,12,2021,C00324,Lic. Augusto Mejía,Oeste,Regular,V039,Sr. Modesto Guillen,Oeste,P0032,ASUS VivoBook 16,Laptops,9756.67,5.0,0.08,44880.68,38
VTA0038833,2021-12-03,12,2021,C01036,Ángela Villareal,Este,Premium,V011,Clara Loera,Este,P0060,Adaptador HDMI 4K,Accesorios,945.06,1.0,0.18,774.95,29
VTA0038834,2021-12-25,12,2021,C04081,Alonso Eduardo Polanco,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0123,Cerradura Yale Smart,Hogar Inteligente,8236.7,3.0,0.08,22733.29,29
VTA0038835,2021-12-23,12,2021,C01371,Dra. Frida Cortez,Norte,Premiun,V042,  Srita. Sandra Escamilla  ,Norte,P0108,Batería Canon LP-E6,Fotografía,16301.4,5.0,0.19,66020.67,32
VTA0038836,2021-12-21,12,2021,C01438,  Jorge Luis Heredia Marroquín  ,Centro,Ocasional,V041,Srita. Nadia Casas,Centro,P0098,Sony Alpha 7 IV,Fotografía,19154.79,3.0,0.01,56889.73,34
VTA0038837,2021-12-24,12,2021,C00786,Rosalia Olga Montenegro Gálvez,Oeste,Regular,V050,José María Gustavo Beltrán,Oeste,P0086,Silla Gamer DXRacer,Gaming,23419.84,3.0,0.13,61125.78,26
VTA0038838,2021-12-23,12,2021,C01958,Alicia Heredia Rojo,Norte,Premiun,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0012,Samsung A55,Celulares,19360.22,1.0,0.18,15875.38,36
VTA0038839,2021-12-24,12,2021,C01275,Vicente Gallegos Aponte,Este,Regular,V032,Nelly Barela Cardenas,Este,P0039,Sennheiser HD 450,Audio,975.45,3.0,0.19,2370.34,24
VTA0038840,2021-12-23,12,2021,C02196,Bianca Rosario Paz,Norte,Ocasional,V029,Francisco Ballesteros,Norte,P0013,Xiaomi Redmi Note 13,Celulares,12933.13,2.0,0.02,25348.93,30
VTA0038841,02/12/2021,12,2021,C03744,Juan Carlos Aponte,Norte,Premium,V045,Marisela Vanesa Chapa Aranda,Norte,P0075,Samsung Galaxy Tab A9,Tablets,19301.39,1.0,0.05,18336.32,35
VTA0038842,2021-12-11,12,2021,C04830,Santiago Jurado Quezada,Centro,Ocasional,V044,Julia Esther Solorio,Centro,P0048,Skullcandy Crusher,Audio,3355.87,1.0,0.08,3087.4,44
VTA0038843,2021-12-11,12,2021,C00550,  Verónica Medrano Girón  ,Sur,Ocasional,V033,Jaime Gamez Maldonado,Centro,P0079,Realme Pad 2,gaming,8716.6,5.0,0.09,39660.53,20
VTA0038844,2021-12-17,12,2021,C01802,Roberto Pascual Soliz,Centro,REGULAR,V017,Abraham Apodaca Colunga,Centro,P0084,Steam Deck 512GB,Gaming,12815.54,1.0,0.19,10380.59,26
VTA0038845,2021-12-08,12,2021,C00327,Lic. Rodolfo Correa,Centro,Premium,V050,José María Gustavo Beltrán,Oeste,P0091,Capturadora Elgato 4K,Gaming,1459.29,1.0,0.01,1444.7,25
VTA0038846,2021-12-15,12,2021,C02282,Fernando Jacinto Carranza Matías,Norte,Ocasional,V045,Marisela Vanesa Chapa Aranda,Norte,P0009,Sony Xperia 1 VI,Celulares,23343.52,4.0,0.11,83102.93,24
VTA0038847,2021-12-10,12,2021,C00232,Patricio Renato Carrero,Este,Ocasional,V011,Clara Loera,Este,P0066,Samsung Galaxy Tab S9,LAPTOPS,13487.32,3.0,0.1,36415.76,24
VTA0038848,2021-12-04,12,2021,C04132,Felipe Ramiro Aguilera del Valle,Norte,Premium,V043,Homero Esquivel,Norte,P0068,Lenovo Tab P12,Tablets,13315.02,3.0,0.1,35950.55,21
VTA0038849,2021-12-30,12,2021,C01191,Susana Mendoza,Este,Premium,V005,Aldo Adán Rodrígez Galarza,Este,P0039,Sennheiser HD 450,Audio,1140.0,1.0,0.03,1105.8,24
VTA0038850,2021-12-01,12,2021,C02599,Olivia Alcala,Oeste,Premium,V047,  Estela Bianca Melgar Arias  ,Oeste,P0004,Google Pixel 8,Celulares,4753.14,2.0,0.01,9411.22,34
VTA0038851,24/12/2021,12,2021,C04425,Beatriz Ureña,Sur,Regular,V019,Jacinto Rodrigo Salazar Rolón,Sur,P0044,Anker Q45,Audio,6652.69,3.0,0.12,17563.1,23
VTA0038852,2021-12-31,12,2021,C04865,Dulce María Nancy Nájera,Centro,Premium,V017,Abraham Apodaca Colunga,Centro,P0087,Headset HyperX Cloud III,Gaming,1980.57,1.0,0.04,1901.35,38
VTA0038853,2021-12-16,12,2021,C01091,Wendolin Márquez,Sur,Regular,V006,  Dr. Evelio Murillo  ,Sur,P0049,Cargador MagSafe 30W,Accesorios,1037.12,4.0,0.04,3982.54,37
VTA0038854,2021-12-30,12,2021,C00147,Carla Micaela Feliciano Velasco,Sur,Ocasional,V006,  Dr. Evelio Murillo  ,Sur,P0059,Audífonos USB-C,Accesorios,1406.73,5.0,0.16,5908.27,43
VTA0038855,2021-12-06,12,2021,C03297,Roberto Rivera,Centro,Regular,V028,Sofía Delia Gurule Cantú,Centro,P0007,Realme GT5,Celulares,17318.63,4.0,0.03,67196.28,39
VTA0038856,2021-12-22,12,2021,C03888,Lilia Hilda Becerra,Sur,Premium,V034,Rufino Rivera,Sur,P0068,Lenovo Tab P12,Tablets,15927.78,1.0,0.09,-14494.28,21
VTA0038857,10/12/2021,12,2021,C03805,Luis Miguel Alejandro Gaona,Oeste,Ocasional,V035,Estela Haro,Oeste,P0090,Control Xbox Elite 2,Gaming,29010.65,1.0,0.19,23498.63,40
VTA0038858,2021-12-08,12,2021,C01129,Emiliano Horacio Santillán,Oeste,Regular,V039,Sr. Modesto Guillen,Oeste,P0122,Aspiradora Dyson V15,Hogar Inteligente,2999.01,5.0,0.05,14245.3,28
VTA0038859,2021-12-20,12,2021,C04333,Dr. Modesto Sevilla,Sur,Ocasional,V006,  Dr. Evelio Murillo  ,Sur,P0086,Silla Gamer DXRacer,Gaming,22649.08,3.0,0.18,55716.74,26
VTA0038860,2021-12-18,12,2021,C03172,Uriel Salvador Gracia Vega,Oeste,ocasional,V001,Fernando Casares Jimínez,Oeste,P0120,Timbre Ring Video Pro,Hogar Inteligente,8691.94,5.0,0.06,40852.12,21
VTA0038861,2021-12-27,12,2021,C03739,Genaro Juan Arias,Oeste,premiun,V033,Jaime Gamez Maldonado,Centro,P0125,TV Samsung QLED 55,Hogar Inteligente,2715.76,1.0,0.17,2254.08,20
VTA0038862,2021-12-09,12,2021,C01168,Sr. Gregorio Merino,Oeste,Regular,V050,José María Gustavo Beltrán,Oeste,P0040,Jabra Elite 85h,Audio,2972.86,1.0,0.09,2705.3,38
VTA0038863,2021-12-16,12,2021,C04195,Evelio Eduardo Abreu del Río,Norte,Regular,V046,Hermelinda Josefina Rodarte Bahena,Norte,P0019,HP Spectre x360,Laptops,38851.63,5.0,0.04,186487.82,26
VTA0038864,02/12/2021,12,2021,C01614,Antonia Yeni Ríos Gil,Sur,Regular,V008,Irene Franco,Sur,P0126,Proyector BenQ 4K,Hogar Inteligente,8084.8,1.0,0.1,7276.32,35
VTA0038865,2021-12-31,12,2021,C04370,Luis Miguel Montañez Cavazos,Oeste,Ocasional,V002,Nelly Marrero Ortiz,Norte,P0009,Sony Xperia 1 VI,Celulares,23414.89,1.0,0.2,18731.91,24
VTA0038866,2021-12-22,12,2021,C00606,,Sur,ocasional,V028,Sofía Delia Gurule Cantú,Centro,P0108,Batería Canon LP-E6,Fotografía,15456.39,3.0,0.05,44050.71,32
VTA0038867,2021-12-20,12,2021,C01307,Eugenia Guillermina Barajas,Sur,Ocasional,V040,Karla Silvia Mireles Patiño,Oeste,P0096,Cooling Noctua NH-D15,Gaming,9498.78,5.0,0.19,38470.06,41
VTA0038868,13/12/2021,12,2021,C00929,Wilfrido Agustín Arteaga Colunga,Este,Ocasional,V011,Clara Loera,Este,P0055,Teclado Keychron K2,Accesorios,1379.11,4.0,0.02,5406.11,28
VTA0038869,2021-12-08,12,2021,C04174,Alfredo Olmos Tello,Centro,Premium,V028,Sofía Delia Gurule Cantú,Centro,P0004,Google Pixel 8,Celulares,4967.03,4.0,0.1,17881.31,34
VTA0038870,22/12/2021,12,2021,C04823,Ing. Guillermo Tejada,Oeste,Regular,V047,  Estela Bianca Melgar Arias  ,Oeste,P0033,Sony WH-1000XM5,Audio,7617.68,4.0,0.06,28642.48,25
VTA0038871,26/12/2021,12,2021,C01555,Eduardo Nájera Muñiz,Centro,Ocasional,V037,Victoria Caridad Concepción,Centro,P0072,Huawei MatePad Pro,Tablets,18817.91,4.0,0.16,63228.18,43
VTA0038872,2021-12-30,12,2021,C03470,  Julia Carranza Echeverría  ,Este,Premiun,V010,Sra. Guadalupe Llamas,Este,P0128,Panel Solar Portátil,Hogar Inteligente,4148.93,1.0,0.01,4107.44,39
VTA0038873,2021-12-31,12,2021,C03051,Ing. José Carlos Jaramillo,Oeste,Premium,V031,  Bernabé César Salazar  ,Centro,P0063,Pad Mouse XL Gaming,Accesorios,1960.55,3.0,0.18,4822.95,42
VTA0038874,2021-12-02,12,2021,C03365,Fidel Robles Rodríguez,Norte,Regular,V037,Victoria Caridad Concepción,Centro,P0041,Bang Olufsen H95,Audio,6590.53,1.0,0.14,5667.86,20
VTA0038875,15/12/2021,12,2021,C04412,  Ariadna Elisa Barrientos  ,Sur,Ocacional,V006,  Dr. Evelio Murillo  ,Sur,P0097,Canon EOS R6 Mark II,Fotografía,34242.98,2.0,0.15,58213.07,38
VTA0038876,2021-12-13,12,2021,C02184,Lic. Nicolás Lomeli,Centro,ocasional,V041,Srita. Nadia Casas,Centro,P0054,Mouse Logitech MX Master,Accesorios,1363.58,2.0,0.06,2563.53,25
VTA0038877,2021-12-25,12,2021,C03249,Sra. Eva Vargas,Oeste,Premium,V050,José María Gustavo Beltrán,Oeste,P0066,Samsung Galaxy Tab S9,Tablets,12646.74,1.0,0.2,10117.39,24
VTA0038878,2021-12-09,12,2021,C00539,Sessa Cadena,Oeste,premiun,V007,Conchita Leticia Gastélum Corral,Oeste,P0120,Timbre Ring Video Pro,Hogar Inteligente,7408.75,5.0,0.03,35932.44,21
VTA0038879,29/12/2021,12,2021,C04401,Srita. Salma Robledo,Oeste,premiun,V035,Estela Haro,Oeste,P0041,Bang Olufsen H95,Audio,6073.4,3.0,0.09,16580.38,20
VTA0038880,2021-12-12,12,2021,C04952,Gerónimo Francisco Alarcón,Oeste,Premiun,V030,Gustavo Camilo Ochoa Gamboa,Oeste,P0074,iPad Mini 6,Tablets,18401.21,1.0,0.09,16745.1,31
VTA0038881,24/12/2021,12,2021,C03648,Srita. Inés Díaz,Oeste,Ocasional,V035,Estela Haro,Oeste,P0110,Reflector 5en1 80cm,Fotografía,16522.98,3.0,0.14,42629.29,26
VTA0038882,2021-12-19,12,2021,C03906,Mónica Granados Jasso,Este,Premium,V005,Aldo Adán Rodrígez Galarza,Este,P0111,Monitor Portátil 4K,Fotografía,6553.38,2.0,0.08,12058.22,41
VTA0038883,2021-12-29,12,2021,C04311,  Camila Velázquez Rivero  ,Centro,Ocasional,V048,Ivonne Véliz,Centro,P0090,Control Xbox Elite 2,Gaming,27408.03,5.0,0.02,134299.35,40
VTA0038884,2021-12-16,12,2021,C00053,Berta Feliciano Villalpando,Sur,Premium,V024,Bernabé Guerra,Sur,P0023,Microsoft Surface Pro 9,Laptops,32669.6,3.0,0.08,90168.1,27
